,Address,Lat,Long,Zipcode
3812,"1200 42ND AV, Oakland, CA",37.7715375,-122.218087,94601
3813,"5500 E 16TH ST, Oakland, CA",37.7686867,-122.2014389,94621
3814,"600 HIGH ST, Oakland, CA",37.767434,-122.220747,94601
3815,"HAVENSCOURT BLVD & FOOTHILL BLVD, Oakland, CA",37.7704227,-122.1818478,94605
3816,"5900 KEITH AV, Oakland, CA",37.8454886,-122.2483334,94618
3817,"3000 BROADWAY, Oakland, CA",37.8187809,-122.2619303,94611
3818,"4200 BLOCK MARTIN LUTHER KIN, Oakland, CA",37.8314932,-122.2679924,94609
3819,"2700 NICOL AV, Oakland, CA",37.7944567,-122.218479,94602
3820,"00 HAMILTON PL, Oakland, CA",37.814778,-122.2595912,94612
3821,"WEBSTER ST./20TH ST., Oakland, CA",37.8081886,-122.2663612,94612
3822,"2600 77TH AV, Oakland, CA",37.7646858,-122.1733372,94605
3823,"00 8TH ST, Oakland, CA",37.7965353,-122.2644268,94607
3824,"1700 WEBSTER ST, Oakland, CA",37.80590100000001,-122.2670606,94612
3825,"600 CATRON DR, Oakland, CA",37.7274256,-122.1725428,94603
3826,"7000 WELD ST, Oakland, CA",37.764314,-122.183287,94621
3827,"20TH ST & MARTIN LUTHER KING JR WY, Oakland, CA",37.8101919,-122.2734936,94612
3828,"1600 16TH ST, Oakland, CA",37.8127205,-122.2929009,94607
3829,"19TH ST & BRUSH ST, Oakland, CA",37.8104419,-122.2763041,94612
3830,"500 66TH AV, Oakland, CA",37.7541952,-122.20725,94621
3831,"300 105TH AV, Oakland, CA",37.7256969,-122.181447,94603
3832,"9400 HOLLY ST, Oakland, CA",37.7476888,-122.1714681,94603
3833,"E 33RD ST & BEAUMONT AV, Oakland, CA",37.8003735,-122.2289141,94602
3834,"100 14TH ST, Oakland, CA",37.8013767,-122.2633979,94612
3835,"1000 10TH AV, Oakland, CA",37.7902834,-122.2521977,94606
3836,"24TH ST & WOOD ST, Oakland, CA",37.820263,-122.2922532,94607
3837,"1000 E 18TH ST, Oakland, CA",37.7947139,-122.2459851,94606
3838,"4600 FAIR AVE, Oakland, CA",37.7896723,-122.1850976,94619
3839,"4300 GRIZZLY PEAK BLVD, Oakland, CA",37.8681395,-122.2161137,94563
3840,"3RD ST, Oakland, CA",37.7798739,-122.2878767,94501
3841,"700 E 11TH ST, Oakland, CA",37.7929202,-122.2540659,94606
3842,"1500 TUCKER ST, Oakland, CA",37.738252,-122.16422,94603
3843,"600 OAK ST, Oakland, CA",37.7955786,-122.2663341,94607
3844,"10900 GOLF LINKS RD, Oakland, CA",37.7529971,-122.1263847,94605
3845,"500 23RD AVE, Oakland, CA",37.77483720000001,-122.2359077,94606
3846,"800 81ST AV, Oakland, CA",37.7498195,-122.192279,94621
3847,"4400 BROADWAY, Oakland, CA",37.8322848,-122.2531144,94611
3848,"9200 SKYLINE BLVD, Oakland, CA",37.8249669,-122.1867664,94611
3849,"7400 WELD ST, Oakland, CA",37.7619587,-122.1809599,94621
3850,"12TH ST & HARRISON ST, Oakland, CA",37.8015479,-122.2684643,94612
3851,"1400 SUNSHINE CT, Oakland, CA",37.7584661,-122.1854896,94621
3852,"300 W 2ND ST, Oakland, CA",37.7946589,-122.2727582,94607
3853,"3000 MINNA AV, Oakland, CA",37.7862642,-122.2027428,94619
3854,"300 BROADWAY, Oakland, CA",37.796799,-122.275528,94607
3855,"1400 BLK OF 15TH AV, Oakland, CA",37.78898179999999,-122.245242,94606
3856,"500 CANYON OAKS DR, Oakland, CA",37.7719157,-122.1487001,94605
3857,"3400 E 12TH ST, Oakland, CA",37.7760572,-122.2237023,94601
3858,"00 FRANK H OGAWA PLZ, Oakland, CA",37.8043242,-122.2711683,94612
3859,"500 55TH ST, Oakland, CA",37.8402195,-122.2619652,94609
3860,"1900 HARRINGTON AVE, Oakland, CA",37.7798916,-122.2176287,94601
3861,"500 FOOTHILL BLVD, Oakland, CA",37.79706120000001,-122.2519686,94606
3862,"1200 E 22ND ST, Oakland, CA",37.7958852,-122.2406101,94606
3863,"47TH AV & SAN LEANDRO ST, Oakland, CA",37.7682223,-122.214204,94601
3864,"600 E 21ST ST, Oakland, CA",37.7997694,-122.2462233,94606
3865,"SAN PABLO / 21ST AVE, Oakland, CA",37.81060050000001,-122.2709281,94612
3866,"8200 HOLLY ST, Oakland, CA",37.756663,-122.177445,94621
3867,"1200 HARRISON ST, Oakland, CA",37.8016039,-122.2682695,94612
3868,"3100 CUTHBERT AV, Oakland, CA",37.79320680000001,-122.2152209,94602
3869,"2500 LINDEN ST, Oakland, CA",37.8175431,-122.2806773,94607
3870,"4200 INTERNATIONAL BLVD, Oakland, CA",37.7735802,-122.2150638,94601
3871,"5700 OAK GROVE AV, Oakland, CA",37.8455561,-122.2530116,94618
3872,"800 51ST AV, Oakland, CA",37.7651812,-122.2119828,94601
3873,"1600 94TH AV, Oakland, CA",37.7482112,-122.1703593,94603
3874,"1900 ADELINE ST, Oakland, CA",37.8133117,-122.2848008,94607
3875,"500 BELLEVUE AV, Oakland, CA",37.807474,-122.254668,94610
3876,"8300 SAN LEANDRO ST, Oakland, CA",37.7484685,-122.1900812,94621
3877,"1700 SONOMA WY, Oakland, CA",37.7914659,-122.2395577,94606
3878,"16TH ST & TELEGRAPH AV, Oakland, CA",37.80611,-122.2704523,94612
3879,"3500 DWIGHT WY, Oakland, CA",37.867432,-122.2433391,94704
3880,"1800 FOOTHILL BLVD, Oakland, CA",37.7887523,-122.2405027,94606
3881,"5900 HAYES ST, Oakland, CA",37.7686871,-122.1939749,94621
3882,"500 MONTE VISTA AVE, Oakland, CA",37.8212364,-122.2483956,94610
3883,"1800 CAMPBELL ST, Oakland, CA",37.8148332,-122.2926354,94607
3884,"5500 SCOVILLE ST, Oakland, CA",37.7695895,-122.2001508,94621
3885,"1900 25TH AV, Oakland, CA",37.7849979,-122.2293918,94601
3886,"2300 107TH AV, Oakland, CA",37.7412069,-122.1548467,94603
3887,"900 YERBA BUENA AV, Oakland, CA",37.8308872,-122.2759095,94608
3888,"11TH ST, Oakland, CA",37.805385,-122.2815446,94607
3889,"MACARTHUR BLVD, Oakland, CA",37.7776597,-122.188009,94605
3890,"200 WASHINGTON ST, Oakland, CA",37.7965477,-122.2775582,94607
3891,"100 PERRY PL, Oakland, CA",37.8186414,-122.2541539,94610
3892,"5TH AV & E 7TH ST, Oakland, CA",37.7754179,-122.2374091,94606
3893,"1400 YUBA, Oakland, CA",37.9538079,-122.3268278,94806
3894,"200 24TH ST, Oakland, CA",37.8128211,-122.2620629,94612
3895,"2100 SAN PABLO AV, Oakland, CA",37.8676515,-122.2919408,94702
3896,"35TH AV & SUTER ST, Oakland, CA",37.7914397,-122.2044794,94619
3897,"4700 INTERNATIONAL BLVD, Oakland, CA",37.7705622,-122.2104755,94601
3898,"1200 51ST AV, Oakland, CA",37.7671711,-122.2099194,94601
3899,"BROADWAY & 8TH ST, Oakland, CA",37.8002327,-122.2737824,94607
3900,"6600 LEONA CREEK DR, Oakland, CA",37.75748189999999,-122.1998422,94621
3901,"4600 REDDING ST, Oakland, CA",37.7844917,-122.1926658,94619
3902,"2400 65TH AV, Oakland, CA",37.7668828,-122.1882408,94605
3903,"7300 INTERNATIONAL BLVD, Oakland, CA",37.759338,-122.1867243,94621
3904,"W GRAND AV & TELEGRAPH AV, Oakland, CA",37.8118423,-122.2690041,94612
3905,"2ND ST & WASHINGTON ST, Oakland, CA",37.7965406,-122.2775626,94607
3906,"2500 ALIDA ST, Oakland, CA",37.8062976,-122.2045318,94602
3907,"9900 EDES AV, Oakland, CA",37.7364465,-122.1817161,94603
3908,"3400 LOUISE ST, Oakland, CA",37.8256883,-122.2852247,94608
3909,"7000 COLISEUM WY, Oakland, CA",37.7503423,-122.2028058,94621
3910,"3600 E 8TH ST, Oakland, CA",37.7717604,-122.2247442,94601
3911,"2400 96TH AV, Oakland, CA",37.7507213,-122.1605129,94603
3912,"1400 38TH AV, Oakland, CA",37.7747408,-122.2199691,94601
3913,"1900 62ND AV, Oakland, CA",37.765901,-122.1941006,94621
3914,"GENOA ST & 53RD ST, Oakland, CA",37.837754,-122.2713584,94608
3915,"500 WILLIAM ST, Oakland, CA",37.809361,-122.270531,94612
3916,"4300 HOWARD ST, Oakland, CA",37.766888,-122.2220983,94601
3917,"FRUITVALE AV & E 9TH ST, Oakland, CA",37.7735038,-122.2278691,94601
3918,"400 CRESCENT ST, Oakland, CA",37.8136359,-122.2500807,94610
3919,"2100 ROSEDALE AV, Oakland, CA",37.7791657,-122.2112957,94601
3920,"6TH ST & WEBSTER ST, Oakland, CA",37.7979047,-122.2722717,94607
3921,"3900 HANLY RD, Oakland, CA",37.8071325,-122.2141772,94602
3922,"14TH ST & BROADWAY, Oakland, CA",37.8043242,-122.2711683,94612
3923,"700 BROADWAY, Oakland, CA",37.7995061,-122.2741467,94607
3924,"8100 RUDSDALE ST, Oakland, CA",37.7532855,-122.1850283,94621
3925,"9200 BIRCH ST, Oakland, CA",37.7512415,-122.168286,94603
3926,"3600 LAGUNA AVE, Oakland, CA",37.8000228,-122.2093894,94602
3927,"1900 WEBSTER ST, Oakland, CA",37.8069464,-122.2663344,94612
3928,"00 LANE COURT, Oakland, CA",37.8286248,-122.2205315,94611
3929,"3100 INTERNATIONAL BLVD, Oakland, CA",37.7779529,-122.2263727,94601
3930,"50TH AV & FOOTHILL BLVD, Oakland, CA",37.7726565,-122.2063913,94601
3931,"600 EL DORADO AVE, Oakland, CA",37.8219706,-122.2523177,94611
3932,"600 MACARTHUR BLVD, Oakland, CA",37.8088102,-122.2448415,94610
3933,"FERN ST, Oakland, CA",37.7794203,-122.201975,94601
3934,"2400 77TH AV, Oakland, CA",37.763322,-122.1756409,94605
3935,"10500 SUNNYSIDE ST, Oakland, CA",37.741527,-122.1594354,94603
3936,"2600 56TH AV, Oakland, CA",37.7739106,-122.1925861,94605
3937,"9700 MACARTHUR BLVD, Oakland, CA",37.7506588,-122.1589716,94605
3938,"900 98TH AV, Oakland, CA",37.7391815,-122.1797317,94603
3939,"1200 PINE, Oakland, CA",37.8124805,-122.3001598,94607
3940,"4000 40TH AV, Oakland, CA",37.7819887,-122.2093159,94601
3941,"2200 COLOMA ST, Oakland, CA",37.8020056,-122.214442,94602
3942,"100 GRAND AVE, Oakland, CA",37.8116312,-122.2646355,94612
3943,"00 DOWNEY PLACE, Oakland, CA",37.81315730000001,-122.2223489,94610
3944,"5200 COLLEGE AVE, Oakland, CA",37.8363923,-122.251262,94618
3945,"10800 RUSSETT ST, Oakland, CA",37.733669,-122.1732076,94603
3946,"E 19TH ST & 22ND AV, Oakland, CA",37.7879196,-122.2347249,94606
3947,"1600 80TH AV, Oakland, CA",37.757969,-122.178236,94621
3948,"1200 97TH AV, Oakland, CA",37.7434995,-122.1744115,94603
3949,"GRIZZLY PEAK, Oakland, CA",37.8662346,-122.2228224,94705
3950,"15000 BROADWAY, Oakland, CA",37.8457636,-122.2141107,94611
3951,"10400 SAN LEANDRO ST, Oakland, CA",37.7352453,-122.1744155,94603
3952,"1700 67TH AV, Oakland, CA",37.7640511,-122.1882858,94621
3953,"66TH AV & COLISEUM WY, Oakland, CA",37.7544636,-122.2064695,94621
3954,"9700 E ST, Oakland, CA",37.7422839,-122.1768001,94603
3955,"3600 BROWN AV, Oakland, CA",37.7917994,-122.1988285,94619
3956,"56TH AV & MACARTHUR BLVD, Oakland, CA",37.7773385,-122.1876962,94605
3957,"4200 DUNSMUIR AVE, Oakland, CA",37.7952584,-122.189571,94619
3958,"300 JAYNE AVE, Oakland, CA",37.8126417,-122.2571588,94610
3959,"400 MERRITT AV, Oakland, CA",37.8049335,-122.2495744,94610
3960,"20TH ST & WOOD ST, Oakland, CA",37.8173743,-122.2945594,94607
3961,"8700 BIRCH ST, Oakland, CA",37.7540302,-122.1708271,94621
3962,"2100 CURTIS ST, Oakland, CA",37.8126414,-122.2778203,94607
3963,"9500 BIRCH ST, Oakland, CA",37.7491461,-122.1663978,94603
3964,"2442A WEBSTER ST, Oakland, CA",37.814082,-122.264354,94612
3965,"5200 TELEGRAPH AV, Oakland, CA",37.8384926,-122.2618633,94609
3966,"2300 WEST ST, Oakland, CA",37.8137388,-122.2756573,94612
3967,"1900 107TH AV, Oakland, CA",37.7395609,-122.1607457,94603
3968,"8100 UTAH ST, Oakland, CA",37.7654429,-122.1610118,94605
3969,"5500 THORNHILL DRIVE, Oakland, CA",37.8316466,-122.2152031,94611
3970,"1900 THE EMBARCADERO, Oakland, CA",37.7831042,-122.2426557,94606
3971,"3900 RUBY ST, Oakland, CA",37.8277119,-122.2619627,94609
3972,"1000 44TH AV, Oakland, CA",37.7700362,-122.2163506,94601
3973,"2800 PARK BLVD, Oakland, CA",37.802459,-122.2395882,94610
3974,"2000 100TH AV, Oakland, CA",37.7445348,-122.1618102,94603
3975,"3300 COURTLAND AV, Oakland, CA",37.78478399999999,-122.197073,94619
3976,"7800 STERLING DR, Oakland, CA",37.77018030000001,-122.1616187,94605
3977,"39T H ST&TELEGRAPH AV, Oakland, CA",37.82840830000001,-122.264657,94609
3978,"300 29TH AV, Oakland, CA",37.7723361,-122.2354632,94601
3979,"1500 4TH AV, Oakland, CA",37.797153,-122.2537179,94606
3980,"14TH ST & MARTIN LUTHER KING JR WY, Oakland, CA",37.8062026,-122.2759478,94612
3981,"2500 24TH AV, Oakland, CA",37.7902722,-122.2262898,94601
3982,"1800 41ST AV, Oakland, CA",37.7757375,-122.2142548,94601
3983,"10200 LONGFELLOW AV, Oakland, CA",37.744481,-122.1567764,94603
3984,"4100 BROADWAY, Oakland, CA",37.8287103,-122.2556283,94611
3985,"9200 CHERRY ST, Oakland, CA",37.7506497,-122.1691724,94603
3986,"1800 EMBARCADERO, Oakland, CA",37.7836298,-122.2431482,94606
3987,"400 DERBY AV, Oakland, CA",37.7715678,-122.2315944,94601
3988,"6200 MEDAU PL, Oakland, CA",37.8273314,-122.2100323,94611
3989,"500 HENRY ST, Oakland, CA",37.8046071,-122.2974672,94607
3990,"3400 65TH AV, Oakland, CA",37.7734409,-122.1777314,94605
3991,"900 W GRAND AV, Oakland, CA",37.81455529999999,-122.2786541,94607
3992,"1300 84TH AV, Oakland, CA",37.7531483,-122.1792682,94621
3993,"4000 SHAFTER AVE, Oakland, CA",37.8284726,-122.2597537,94609
3994,"300 GRAND AVE, Oakland, CA",37.8093223,-122.2568367,94610
3995,"800 NORTHVALE RD, Oakland, CA",37.80855529999999,-122.2372133,94610
3996,"47TH ST & MARTIN LUTHER KING JR WY, Oakland, CA",37.8349974,-122.2670556,94609
3997,"7800 ASH ST, Oakland, CA",37.7591777,-122.1808833,94621
3998,"4100 MARTIN LUTHER KING JR W, Oakland, CA",37.8306756,-122.2679365,94609
3999,"5800 MENDOZA DR, Oakland, CA",37.8323691,-122.2091234,94611
4000,"UNION ST, Oakland, CA",37.8138944,-122.2869402,94607
4001,"1200 79TH AV, Oakland, CA",37.7549737,-122.1857133,94621
4002,"200 GRAND AV, Oakland, CA",37.811469,-122.2612679,94610
4003,"5300 E12TH STREET, Oakland, CA",37.7660506,-122.2084184,94601
4004,"BAY PL & HARRISON ST, Oakland, CA",37.8129058,-122.2614985,94610
4005,"00 OAK ST, Oakland, CA",37.7965985,-122.2656706,94607
4006,"1300 HOLMAN RD, Oakland, CA",37.8070521,-122.2286929,94610
4007,"9600 DUNBAR DRIVE, Oakland, CA",37.7416879,-122.1795491,94603
4008,"1000 77TH AV, Oakland, CA",37.7536577,-122.1904468,94621
4009,"300 41ST ST, Oakland, CA",37.8284821,-122.256175,94609
4010,"1200 INTERNATIONAL BLVD, Oakland, CA",37.7906875,-122.2478312,94606
4011,"4200 FOOTHILL BLVD, Oakland, CA",37.775912,-122.2128479,94601
4012,"2900 62ND AV, Oakland, CA",37.7717237,-122.1853553,94605
4013,"1800 10TH AV, Oakland, CA",37.7947278,-122.2459837,94606
4014,"00 PINE HILLS CT, Oakland, CA",37.8333926,-122.1850349,94611
4015,"2500 MERCED ST, Oakland, CA",37.7064867,-122.1647052,94577
4016,"1000 81ST AV, Oakland, CA",37.7528375,-122.1856246,94621
4017,"1300 100TH AV, Oakland, CA",37.7416879,-122.1703851,94603
4018,"2400 84TH AV, Oakland, CA",37.7599281,-122.1663704,94605
4019,"10200 STANLEY AV, Oakland, CA",37.7467434,-122.1504749,94605
4020,"1200 48TH AV, Oakland, CA",37.76879330000001,-122.2119866,94601
4021,"9200 CASTLEWOOD ST, Oakland, CA",37.7572631,-122.1532055,94605
4022,"1400 14TH ST, Oakland, CA",37.8108551,-122.2917268,94607
4023,"15TH AV & INTERNATIONAL BLVD, Oakland, CA",37.7889776,-122.2452461,94606
4024,"3200 LAKESHORE AVE, Oakland, CA",37.8100554,-122.2454436,94610
4025,"3500 MAGNOLIA ST, Oakland, CA",37.8266241,-122.2808505,94608
4026,"3000 ARIZONA ST, Oakland, CA",37.8002225,-122.2019967,94602
4027,"2500 GRANDE VISTA AVE, Oakland, CA",37.7907867,-122.2270766,94601
4028,"10400 FOOTHILL BLVD, Oakland, CA",37.745292,-122.1514757,94605
4029,"1600 40TH AV, Oakland, CA",37.7751817,-122.2166264,94601
4030,"1700 E 23RD ST, Oakland, CA",37.7942457,-122.2368207,94606
4031,"7TH ST & CLAY ST, Oakland, CA",37.8004623,-122.2766062,94607
4032,"80TH AV & INTERNATIONAL BLVD, Oakland, CA",37.756579,-122.1816815,94621
4033,"00 EXCELSIOR CT, Oakland, CA",37.8089695,-122.2467384,94610
4034,"1000 ELMHURST AV, Oakland, CA",37.7428381,-122.178134,94603
4035,"1900 88TH AV, Oakland, CA",37.7533986,-122.1703433,94621
4036,"2700 76TH AV, Oakland, CA",37.7666243,-122.1717079,94605
4037,"400 9TH ST, Oakland, CA",37.80041990000001,-122.2721166,94607
4038,"8TH ST & UNION ST, Oakland, CA",37.8053404,-122.2900077,94607
4039,"10400 BIRCH ST, Oakland, CA",37.741542,-122.1620891,94603
4040,"7100 HOLLY ST, Oakland, CA",37.7634101,-122.1838509,94621
4041,"400 51ST ST, Oakland, CA",37.836723,-122.2582559,94609
4042,"6600 AVENAL AV, Oakland, CA",37.766374,-122.1879519,94605
4043,"1000 HARRISON ST, Oakland, CA",37.8001696,-122.269343,94607
4044,"4700 MACARTHUR BLVD, Oakland, CA",37.7854979,-122.190298,94619
4045,"700 WILLOW ST, Oakland, CA",37.8069197,-122.3005327,94607
4046,"9100 INTERNATIONAL BLVD, Oakland, CA",37.7493112,-122.1735507,94603
4047,"9800 BIRCH ST, Oakland, CA",37.7468961,-122.1650798,94603
4048,"300 MARLOW DRIVE, Oakland, CA",37.7340088,-122.135912,94605
4049,"800 6TH ST, Oakland, CA",37.8007704,-122.279601,94607
4050,"4900 FAIRFAX AV, Oakland, CA",37.7778608,-122.2022516,94601
4051,"2600 HUMBOLDT AV, Oakland, CA",37.7897071,-122.211048,94602
4052,"3000 HARRISON ST, Oakland, CA",37.816803,-122.2578005,94611
4053,"3600 MAPLE AVE, Oakland, CA",37.7973836,-122.2048994,94602
4054,"300 ADAMS ST, Oakland, CA",37.8138817,-122.2563359,94610
4055,"2800 64TH AV, Oakland, CA",37.7707851,-122.1845012,94605
4056,"1500 40TH STREET, Oakland, CA",37.8292805,-122.2886882,94608
4057,"500 3RD, Oakland, CA",37.7972526,-122.2771373,94607
4058,"4900 STACEY ST, Oakland, CA",37.7546815,-122.1229658,94605
4059,"1000 CALCOT PL, Oakland, CA",37.7802529,-122.2374703,94606
4060,"1700 4TH AVE, Oakland, CA",37.7984648,-122.2518966,94606
4061,"2200 65TH AV, Oakland, CA",37.7656149,-122.190075,94605
4062,"800 E 19TH ST, Oakland, CA",37.7968412,-122.2467021,94606
4063,"400 45TH ST, Oakland, CA",37.8335213,-122.2590296,94609
4064,"1400 55TH AV, Oakland, CA",37.7670988,-122.2037143,94621
4065,"1300 78TH AV, Oakland, CA",37.7566303,-122.1845604,94621
4066,"1200 WEST ST, Oakland, CA",37.8062333,-122.280356,94612
4067,"1400 40TH AV, Oakland, CA",37.7739189,-122.2179338,94601
4068,"9900 PIPPIN ST, Oakland, CA",37.7379397,-122.1789641,94603
4069,"5400 BROADWAY, Oakland, CA",37.8392345,-122.2493925,94618
4070,"19TH ST & FRANKLIN ST, Oakland, CA",37.8073263,-122.2677976,94612
4071,"2400 E 27TH ST, Oakland, CA",37.7928236,-122.224453,94601
4072,"3000 MALCOLM AV, Oakland, CA",37.7458018,-122.1465686,94605
4073,"CORAL RD & WISTAR RD, Oakland, CA",37.7318225,-122.1906793,94603
4074,"1300 83RD AV, Oakland, CA",37.7540157,-122.1800401,94621
4075,"3500 E 12TH ST, Oakland, CA",37.77560649999999,-122.2230772,94601
4076,"67TH AV & FLORA ST, Oakland, CA",37.7630193,-122.1895424,94621
4077,"9900 D ST, Oakland, CA",37.7412129,-122.1748045,94603
4078,"500 30TH ST, Oakland, CA",37.8190653,-122.2672205,94609
4079,"9900 OLIVE ST, Oakland, CA",37.7454801,-122.1625333,94603
4080,"1500 40TH ST, Oakland, CA",37.8292805,-122.2886882,94608
4081,"4900 E 12TH ST, Oakland, CA",37.7682122,-122.2110297,94601
4082,"5800 MARSHALL ST, Oakland, CA",37.8406337,-122.2839717,94608
4083,"3100 LYNDE ST, Oakland, CA",37.7905514,-122.2175906,94601
4084,"9900 STANLEY AV, Oakland, CA",37.7489049,-122.1514136,94605
4085,"1300 AVE N S AZUSA AVE, Oakland, CA",,,
4086,"5300 BANCROFT AV, Oakland, CA",37.77199299999999,-122.2028502,94601
4087,"3700 MAPLE AV, Oakland, CA",37.79851,-122.2037911,94602
4088,"98TH AV & SAN LEANDRO ST, Oakland, CA",37.7391722,-122.1797421,94603
4089,"8100 CAPWELL DR, Oakland, CA",37.738933,-122.20253,94621
4090,"1000 8TH ST, Oakland, CA",37.8041312,-122.284667,94607
4091,"6100 TELEGRAPH AV, Oakland, CA",37.8473948,-122.2606254,94609
4092,"9900 EMPIRE RD, Oakland, CA",37.7292784,-122.1896314,94603
4093,"1000 62ND ST, Oakland, CA",37.8458659,-122.279861,94608
4094,"3600 DIMOND AVE, Oakland, CA",37.80215219999999,-122.2161499,94602
4095,"49TH ST ST, Oakland, CA",37.8353057,-122.258684,94609
4096,"2000 WEBSTER STREET, Oakland, CA",37.8084841,-122.2660719,94612
4097,"6100 OAKDALE AV, Oakland, CA",37.7791459,-122.1774499,94605
4098,"1800 INTERNATIONAL BLVD, Oakland, CA",37.7871768,-122.2417361,94606
4099,"5600 OAK GROVE AV, Oakland, CA",37.8442047,-122.2548648,94618
4100,"3400 ADELINE ST, Oakland, CA",37.8465779,-122.2730318,94703
4101,"57TH AVE, Oakland, CA",37.7694589,-122.1968773,94621
4102,"9700 LAWLOR ST, Oakland, CA",37.7520398,-122.1577912,94605
4103,"400 36TH ST, Oakland, CA",37.8237843,-122.2620631,94609
4104,"1100 MARKET ST, Oakland, CA",37.8059118,-122.2815315,94607
4105,"5800 SHATTUCK AV, Oakland, CA",37.8436283,-122.2647241,94609
4106,"5200 FOOTHILL BLVD, Oakland, CA",37.7726392,-122.2029478,94601
4107,"2300 100TH AV, Oakland, CA",37.7454378,-122.1577627,94603
4108,"6400 BANCROFT AV, Oakland, CA",37.7700819,-122.1853887,94605
4109,"500 MACARTHUR BLVD, Oakland, CA",37.8098787,-122.2478647,94610
4110,"6900 ELVERTON DR, Oakland, CA",37.8464293,-122.200148,94611
4111,"55TH AV & SCOVILLE ST, Oakland, CA",37.7696033,-122.2001661,94621
4112,"68TH AVE, Oakland, CA",37.7675198,-122.1818847,94605
4113,"13TH ST & MADISON ST, Oakland, CA",37.8008429,-122.2644807,94612
4114,"24TH ST & CHESTNUT ST, Oakland, CA",37.8169285,-122.2823183,94607
4115,"3800 ENOS AVE, Oakland, CA",37.786754,-122.1872652,94619
4116,"31ST AV & E 15TH ST, Oakland, CA",37.7790241,-122.2261094,94601
4117,"4300 SHAFTER AVE, Oakland, CA",37.83196210000001,-122.2588135,94609
4118,"800 33RD AVE, Oakland, CA",37.7731421,-122.227015,94601
4119,"9TH ST & JEFFERSON ST, Oakland, CA",37.8022863,-122.2769389,94607
4120,"500 WESLEY AV, Oakland, CA",37.80485,-122.248988,94606
4121,"4000 ALAMEDA AVE, Oakland, CA",37.76987889999999,-122.2232323,94601
4122,"900 ADELINE ST, Oakland, CA",37.8056723,-122.2872578,94607
4123,"2400 TAYLOR AV, Oakland, CA",37.7482236,-122.1577512,94605
4124,"2ND ST & WEBSTER ST, Oakland, CA",37.7951195,-122.2739576,94607
4125,"500 THOMAS L. BERKLEY WY, Oakland, CA",37.8095809,-122.2695833,94612
4126,"6900 LION WY, Oakland, CA",37.7563912,-122.1976288,94621
4127,"1000 6TH AV, Oakland, CA",37.7931904,-122.2551645,94606
4128,"3900 PIEDMONT AV, Oakland, CA",37.8248858,-122.2541114,94611
4129,"5300 ADELINE ST, Oakland, CA",37.8378504,-122.275758,94608
4130,"800 54TH ST, Oakland, CA",37.8388914,-122.2696152,94608
4131,"3500 PENNIMAN AV, Oakland, CA",37.7900939,-122.2065078,94619
4132,"3800 INTERNATIONAL BLVD, Oakland, CA",37.7749,-122.219715,94601
4133,"500 SPRUCE ST, Oakland, CA",37.8023854,-122.2416405,94606
4134,"2400 90TH AVE, Oakland, CA",37.7546559,-122.1628746,94603
4135,"WEBSTER/12TH ST. ST, Oakland, CA",37.802198,-122.269997,94607
4136,"6500 LUCAS AVE, Oakland, CA",37.8270987,-122.2088071,94611
4137,"9600 ELMVIEW DR, Oakland, CA",37.7507424,-122.1594295,94603
4138,"700 25TH ST, Oakland, CA",37.81535239999999,-122.2734748,94612
4139,"100 98TH AV, Oakland, CA",37.7277454,-122.1983529,94603
4140,"12TH ST. / WEBSTER ST., Oakland, CA",37.802198,-122.269997,94607
4141,"5700 MORSE DR, Oakland, CA",37.7743626,-122.1903691,94605
4142,"3800 PIEDMONT AV, Oakland, CA",37.8239276,-122.2553978,94611
4143,"2800 E 23RD ST, Oakland, CA",37.7862574,-122.2238332,94601
4144,"800 29TH ST, Oakland, CA",37.8191604,-122.2738096,94608
4145,"2000 46TH AV, Oakland, CA",37.7747902,-122.2083476,94601
4146,"E 18TH ST & LAKESHORE AV, Oakland, CA",37.8006173,-122.2544472,94606
4147,"4100 RIFLE LN, Oakland, CA",37.7750057,-122.1605865,94605
4148,"HARRISON 13TH ST, Oakland, CA",37.8036159,-122.2716306,94612
4149,"2600 GRANDE VISTA AV, Oakland, CA",37.7916856,-122.2266,94601
4150,"4000 ALAMEDA AV, Oakland, CA",37.76987889999999,-122.2232323,94601
4151,"700 MOUNTAIN BLVD, Oakland, CA",37.8437542,-122.2228878,94611
4152,"1000 51ST AV, Oakland, CA",37.766228,-122.2109682,94601
4153,"1100 AILEEN ST, Oakland, CA",37.8395731,-122.2825336,94608
4154,"00 KAISER PLZ, Oakland, CA",37.8100687,-122.2639998,94612
4155,"1100 82ND AV, Oakland, CA",37.7530995,-122.1835405,94621
4156,"2600 60TH AV, Oakland, CA",37.77139330000001,-122.1891506,94605
4157,"5300 E 10TH ST, Oakland, CA",37.7656213,-122.2092564,94601
4158,"6800 HAWLEY ST, Oakland, CA",37.7572436,-122.196602,94621
4159,"1800 BLK OF 88TH AVE, Oakland, CA",37.7529002,-122.1709737,94621
4160,"9800 ELMAR AV, Oakland, CA",37.7493967,-122.159732,94603
4161,"4500 INTERNATIONAL BOULEVARD, Oakland, CA",37.77156,-122.212488,94601
4162,"1500 CLAY ST, Oakland, CA",37.8059648,-122.2731619,94612
4163,"1900 MARTIN LUTHER KING JR W, Oakland, CA",37.8092868,-122.2737628,94612
4164,"900 27TH AV, Oakland, CA",37.7774406,-122.2351687,94601
