,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip,ind_poverty_pct,ind_poverty_moe,family_poverty_pct,family_poverty_moe
281,FRAUD,2018-01-14 09:00:00,18-902279,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,6200 TELEGRAPH AV,Oakland,CA,37.8481664,-122.2605368,94609,16.0,2.7,9.3,3.6
282,VANDALISM,2018-02-27 00:40:00,18-903445,VANDALISM,12Y,400 66TH ST,Oakland,CA,37.852118,-122.2581475,94609,16.0,2.7,9.3,3.6
283,THEFT/LARCENY,2018-01-05 20:00:00,18-901129,BURGLARY-AUTO,12X,400 48TH ST,Oakland,CA,37.8343413,-122.258943,94609,16.0,2.7,9.3,3.6
284,THEFT/LARCENY,2018-01-09 11:00:00,18-901208,THEFT,08X,3000 SUMMIT ST,Oakland,CA,37.8190196,-122.2646463,94609,16.0,2.7,9.3,3.6
285,THEFT/LARCENY,2018-01-07 16:15:00,18-901141,BURGLARY-AUTO,12X,400 43RD ST,Oakland,CA,37.831954,-122.2588268,94609,16.0,2.7,9.3,3.6
286,ASSAULT,2018-03-16 17:30:00,18-013600,BATTERY,08X,3700 TELEGRAPH AV,Oakland,CA,37.8254716,-122.2651672,94609,16.0,2.7,9.3,3.6
287,THEFT/LARCENY,2018-03-21 15:00:00,18-011871,THEFT,12X,5000 TELEGRAPH AV,Oakland,CA,37.836435,-122.262049,94609,16.0,2.7,9.3,3.6
288,VANDALISM,2018-01-06 19:30:00,18-901149,VANDALISM,12X,4600 SHATTUCK AV,Oakland,CA,37.8337618,-122.2636672,94609,16.0,2.7,9.3,3.6
289,THEFT/LARCENY,2018-01-06 19:00:00,18-901170,BURGLARY-AUTO,12X,4800 TELEGRAPH AV,Oakland,CA,37.8348964,-122.2625972,94609,16.0,2.7,9.3,3.6
290,THEFT/LARCENY,2018-01-06 17:15:00,18-901171,BURGLARY-AUTO,12X,4900 TELEGRAPH AV,Oakland,CA,37.8360592,-122.2622649,94609,16.0,2.7,9.3,3.6
291,THEFT/LARCENY,2018-01-07 00:45:00,18-901176,THEFT,11X,6600 TREMONT ST,Oakland,CA,37.8512232,-122.267582,94609,16.0,2.7,9.3,3.6
292,VANDALISM,2018-01-06 20:05:00,18-901192,VANDALISM,12X,4700 TELEGRAPH AV,Oakland,CA,37.834282,-122.262679,94609,16.0,2.7,9.3,3.6
293,VANDALISM,2018-01-06 01:10:00,18-901111,VANDALISM,11X,500 57TH ST,Oakland,CA,37.8430512,-122.2615187,94609,16.0,2.7,9.3,3.6
294,THEFT/LARCENY,2018-03-16 11:00:00,18-013564,THEFT,09X,200 40TH ST,Oakland,CA,37.8269217,-122.2556517,94609,16.0,2.7,9.3,3.6
295,THEFT/LARCENY,2018-01-20 20:30:00,18-901859,BURGLARY-AUTO,12X,400 40TH ST,Oakland,CA,37.8286058,-122.2599187,94609,16.0,2.7,9.3,3.6
296,THEFT/LARCENY,2018-01-20 09:00:00,18-901863,BURGLARY-AUTO,11X,700 56TH ST,Oakland,CA,37.8409145,-122.267392,94609,16.0,2.7,9.3,3.6
297,VANDALISM,2018-01-19 23:30:00,18-901816,VANDALISM,11X,500 66TH ST,Oakland,CA,37.8520238,-122.2602561,94609,16.0,2.7,9.3,3.6
298,VANDALISM,2018-03-17 00:50:00,18-013656,VANDALISM,12X,4800 WEBSTER ST,Oakland,CA,37.834383,-122.259864,94609,16.0,2.7,9.3,3.6
299,DISTURBING THE PEACE,2018-03-15 19:00:00,18-013581,DISTURB THE PEACE,12X,700 52ND ST,Oakland,CA,37.837443,-122.266687,94609,16.0,2.7,9.3,3.6
300,THEFT/LARCENY,2018-03-05 20:20:00,18-903859,GRAND THEFT:DOG,12X,4000 MANILA AV,Oakland,CA,37.8281088,-122.2578102,94609,16.0,2.7,9.3,3.6
301,THEFT/LARCENY,2018-03-05 07:53:00,18-903860,GRAND THEFT,08X,400 HAWTHORNE AV,Oakland,CA,37.8211524,-122.2643749,94609,16.0,2.7,9.3,3.6
302,THEFT/LARCENY,2018-03-07 20:00:00,18-903874,GRAND THEFT,10Y,4000 MARTIN LUTHER KING JR W,Oakland,CA,37.8298427,-122.268407,94609,16.0,2.7,9.3,3.6
303,VANDALISM,2018-03-07 07:50:00,18-903890,VANDALISM,08X,3200 WEBSTER ST,Oakland,CA,37.8205206,-122.2627282,94609,16.0,2.7,9.3,3.6
304,THEFT/LARCENY,2018-03-07 17:20:00,18-903892,GRAND THEFT,08X,2900 SUMMIT ST,Oakland,CA,37.81779290000001,-122.2649558,94609,16.0,2.7,9.3,3.6
305,THEFT/LARCENY,2018-03-08 19:00:00,18-903905,THEFT,08X,3800 MANILA AV,Oakland,CA,37.8263887,-122.2587932,94609,16.0,2.7,9.3,3.6
306,THEFT/LARCENY,2018-03-06 14:00:00,18-903777,BURGLARY-AUTO,11X,500 58TH ST,Oakland,CA,37.8439864,-122.2613868,94609,16.0,2.7,9.3,3.6
307,THEFT/LARCENY,2018-03-04 15:30:00,18-903795,BURGLARY-AUTO,12Y,5700 VICENTE ST,Oakland,CA,37.8428613,-122.260229,94609,16.0,2.7,9.3,3.6
308,FRAUD,2018-01-16 19:30:00,18-901924,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12X,4900 TELEGRAPH AV,Oakland,CA,37.8360592,-122.2622649,94609,16.0,2.7,9.3,3.6
309,VANDALISM,2018-02-12 15:35:00,18-902772,VANDALISM,11X,5700 TELEGRAPH AV,Oakland,CA,37.8432503,-122.2610907,94609,16.0,2.7,9.3,3.6
310,THEFT/LARCENY,2018-03-04 22:00:00,18-001281,THEFT,11X,6300 SHATTUCK AV,Oakland,CA,37.8488523,-122.2654383,94609,16.0,2.7,9.3,3.6
311,THEFT/LARCENY,2018-02-11 21:00:00,18-902780,THEFT,08X,3800 SHAFTER AV,Oakland,CA,37.8267314,-122.2600881,94609,16.0,2.7,9.3,3.6
312,DISTURBING THE PEACE,2018-02-15 18:50:00,18-902909,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,08X,3800 RUBY ST,Oakland,CA,37.8268036,-122.2625489,94609,16.0,2.7,9.3,3.6
313,ROBBERY,2018-03-18 18:20:00,18-013887,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",12X,4900 TELEGRAPH AV,Oakland,CA,37.8360592,-122.2622649,94609,16.0,2.7,9.3,3.6
314,THEFT/LARCENY,2018-02-13 17:45:00,18-902790,BURGLARY-AUTO,12X,500 49TH ST,Oakland,CA,37.8358082,-122.2632074,94609,16.0,2.7,9.3,3.6
315,THEFT/LARCENY,2018-02-15 07:05:00,18-902915,BURGLARY-AUTO,08X,500 37TH ST,Oakland,CA,37.82566509999999,-122.265415,94609,16.0,2.7,9.3,3.6
316,VANDALISM,2018-02-16 17:14:00,18-008495,VANDALISM-$400+,12X,5100 SHATTUCK AV,Oakland,CA,37.8372956,-122.2641046,94609,16.0,2.7,9.3,3.6
317,MOTOR VEHICLE THEFT,2018-02-16 09:25:00,18-008410,VEHICLE THEFT - AUTO,08X,3700 WEBSTER ST,Oakland,CA,37.8249962,-122.2614622,94609,16.0,2.7,9.3,3.6
318,THEFT/LARCENY,2018-02-17 20:00:00,18-008611,BURGLARY-AUTO,12X,4900 SHATTUCK AV,Oakland,CA,37.8367265,-122.264011,94609,16.0,2.7,9.3,3.6
319,THEFT/LARCENY,2018-01-12 21:50:00,18-901955,THEFT,08X,400 34TH ST,Oakland,CA,37.8224505,-122.263417,94609,16.0,2.7,9.3,3.6
320,THEFT/LARCENY,2018-02-12 20:45:00,18-902825,BURGLARY-AUTO,12X,4800 SHATTUCK AV,Oakland,CA,37.8351941,-122.263825,94609,16.0,2.7,9.3,3.6
321,VANDALISM,2018-02-17 15:50:00,18-008633,VANDALISM-$400,10Y,700 41ST ST,Oakland,CA,37.831064,-122.2696273,94609,16.0,2.7,9.3,3.6
322,THEFT/LARCENY,2018-02-18 01:00:00,18-008772,BURGLARY-AUTO,06X,31ST ST & WEST ST,Oakland,CA,37.8210061,-122.273308,94609,16.0,2.7,9.3,3.6
323,MOTOR VEHICLE THEFT,2018-02-16 09:30:00,18-008491,VEHICLE THEFT - AUTO,11X,500 62ND ST,Oakland,CA,37.8479717,-122.2608351,94609,16.0,2.7,9.3,3.6
324,ASSAULT,2018-03-15 03:50:00,18-013298,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,24Y,35TH AV & SUTER ST,Oakland,CA,37.7914397,-122.2044794,94619,10.4,2.5,8.9,2.8
325,THEFT/LARCENY,2018-01-17 19:15:00,18-901701,BURGLARY-AUTO,25X,4200 MACARTHUR BLVD,Oakland,CA,37.7884301,-122.1954016,94619,10.4,2.5,8.9,2.8
326,THEFT/LARCENY,2018-01-17 16:40:00,18-901738,BURGLARY-AUTO,25X,3500 MACARTHUR BLVD,Oakland,CA,37.7937465,-122.2003569,94619,10.4,2.5,8.9,2.8
327,THEFT/LARCENY,2018-02-20 12:00:00,18-012443,THEFT,25X,3600 39TH AV,Oakland,CA,37.7896234,-122.1968571,94619,10.4,2.5,8.9,2.8
328,MOTOR VEHICLE THEFT,2018-02-27 00:00:00,18-012602,SC STOLEN VEHICLE - AUTO,25X,3800 MAYBELLE AV,Oakland,CA,37.7896021,-122.1929367,94619,10.4,2.5,8.9,2.8
329,THEFT/LARCENY,2018-03-10 09:18:00,18-012455,BURGLARY-AUTO,28X,5300 FLEMING AV,Oakland,CA,37.7766864,-122.1934175,94619,10.4,2.5,8.9,2.8
330,THEFT/LARCENY,2018-03-04 00:00:00,18-903766,THEFT,22Y,4300 TERRABELLA PL,Oakland,CA,37.7968508,-122.1798655,94619,10.4,2.5,8.9,2.8
331,VANDALISM,2018-02-25 02:00:00,18-903705,VANDALISM,28X,3300 KINGSLAND AV,Oakland,CA,37.7823952,-122.1922092,94619,10.4,2.5,8.9,2.8
332,VANDALISM,2018-02-28 13:20:00,18-903464,VANDALISM,28X,4900 FLEMING AV,Oakland,CA,37.7793804,-122.1967026,94619,10.4,2.5,8.9,2.8
333,THEFT/LARCENY,2018-02-23 12:25:00,18-903467,THEFT,25Y,12200 SKYLINE BLVD,Oakland,CA,37.7982871,-122.164723,94619,10.4,2.5,8.9,2.8
334,VANDALISM,2018-02-28 20:00:00,18-903586,VANDALISM,25Y,5800 BALMORAL DR,Oakland,CA,37.8023619,-122.1670993,94619,10.4,2.5,8.9,2.8
335,VANDALISM,2018-02-28 19:00:00,18-903580,VANDALISM,25Y,5800 BALMORAL DR,Oakland,CA,37.8023619,-122.1670993,94619,10.4,2.5,8.9,2.8
336,ASSAULT,2018-03-16 08:45:00,18-013527,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,28X,2600 MAXWELL AV,Oakland,CA,37.77721349999999,-122.1982614,94619,10.4,2.5,8.9,2.8
337,THEFT/LARCENY,2018-01-07 03:05:00,18-901158,THEFT,22Y,4600 REDWOOD RD,Oakland,CA,37.7936862,-122.1765345,94619,10.4,2.5,8.9,2.8
338,THEFT/LARCENY,2018-01-06 20:00:00,18-901180,BURGLARY-AUTO,25X,4100 MOUNTAIN BLVD,Oakland,CA,37.79608229999999,-122.1827256,94619,10.4,2.5,8.9,2.8
339,THEFT/LARCENY,2018-01-05 16:30:00,18-901112,THEFT,25X,4500 MACARTHUR BLVD,Oakland,CA,37.7855425,-122.1921065,94619,10.4,2.5,8.9,2.8
340,THEFT/LARCENY,2018-03-16 01:09:00,18-013658,BURGLARY-AUTO,22Y,11500 SKYLINE BLVD,Oakland,CA,37.80383399999999,-122.1773323,94619,10.4,2.5,8.9,2.8
341,VANDALISM,2018-03-06 05:00:00,18-903809,VANDALISM,25X,3800 REDDING ST,Oakland,CA,37.791283,-122.199387,94619,10.4,2.5,8.9,2.8
342,VANDALISM,2018-03-06 09:10:00,18-903840,VANDALISM,25X,3600 MAGEE AV,Oakland,CA,37.793077,-122.1999934,94619,10.4,2.5,8.9,2.8
343,THEFT/LARCENY,2018-03-05 19:00:00,18-903776,BURGLARY-AUTO,25X,3700 WISCONSIN ST,Oakland,CA,37.7953566,-122.194085,94619,10.4,2.5,8.9,2.8
344,BURGLARY,2018-02-19 11:06:00,18-008920,ATTEMPTED BURGLARY,25X,3800 MADRONE AV,Oakland,CA,37.7889012,-122.190069,94619,10.4,2.5,8.9,2.8
345,THEFT/LARCENY,2018-02-12 09:15:00,18-902795,BURGLARY-AUTO,25X,3700 MACARTHUR BLVD,Oakland,CA,37.7924654,-122.1990373,94619,10.4,2.5,8.9,2.8
346,ASSAULT,2018-02-18 02:30:00,18-008815,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,28X,5400 CAMDEN ST,Oakland,CA,37.7787201,-122.1890389,94619,10.4,2.5,8.9,2.8
347,THEFT/LARCENY,2018-02-11 22:30:00,18-902801,BURGLARY-AUTO,28X,3100 HIGH ST,Oakland,CA,37.7844679,-122.19978,94619,10.4,2.5,8.9,2.8
348,ASSAULT,2018-02-18 14:40:00,18-008784,BATTERY,25X,3500 38TH AV,Oakland,CA,37.7903047,-122.1987785,94619,10.4,2.5,8.9,2.8
349,ASSAULT,2018-02-17 13:12:00,18-008605,INFLICT CRPL INJ SP/COHAB,24Y,3200 35TH AV,Oakland,CA,37.7910705,-122.2046659,94619,10.4,2.5,8.9,2.8
350,MOTOR VEHICLE THEFT,2018-02-18 00:00:00,18-008795,VEHICLE THEFT - AUTO,25X,4400 MATTIS CT,Oakland,CA,37.7909396,-122.1819557,94619,10.4,2.5,8.9,2.8
351,THEFT/LARCENY,2018-02-13 09:55:00,18-902834,GRAND THEFT,77X,FAIR AV,Oakland,CA,37.7882857,-122.1847048,94619,10.4,2.5,8.9,2.8
352,HOMICIDE,2018-03-15 04:10:00,18-013299,MURDER:FIRST DEGREE,15X,1900 LAKESHORE AV,Oakland,CA,37.8026045,-122.2539093,94606,25.2,2.2,22.7,2.5
353,SEX CRIMES,2020-01-07 17:00:00,14-018939,SUPV/ETC PROSTITUTION,19X,1700 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606,25.2,2.2,22.7,2.5
354,THEFT/LARCENY,2018-03-15 19:00:00,18-013478,THEFT,17Y,2500 IVY DR,Oakland,CA,37.8014299,-122.2419466,94606,25.2,2.2,22.7,2.5
355,THEFT/LARCENY,2018-03-15 13:44:00,18-013435,BURGLARY-AUTO,15X,300 E 18TH ST,Oakland,CA,37.7997685,-122.2515973,94606,25.2,2.2,22.7,2.5
356,ASSAULT,2018-03-15 16:41:00,18-013448,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,19X,1100 E 12TH ST,Oakland,CA,37.7906757,-122.2497907,94606,25.2,2.2,22.7,2.5
357,MOTOR VEHICLE THEFT,2018-03-15 10:23:00,18-013332,VEHICLE THEFT - AUTO,19X,100 E 12TH ST,Oakland,CA,37.7981334,-122.2581071,94606,25.2,2.2,22.7,2.5
358,VANDALISM,2018-01-19 09:30:00,18-901690,VANDALISM,18Y,2300 21ST AV,Oakland,CA,37.7917509,-122.2326287,94606,25.2,2.2,22.7,2.5
359,VANDALISM,2018-01-17 16:00:00,18-901791,VANDALISM,15X,200 WAYNE AV,Oakland,CA,37.8012035,-122.252283,94606,25.2,2.2,22.7,2.5
360,THEFT/LARCENY,2018-03-01 20:10:00,18-903603,BURGLARY-AUTO,17X,500 E 20TH ST,Oakland,CA,37.7996942,-122.2482772,94606,25.2,2.2,22.7,2.5
361,THEFT/LARCENY,2018-01-05 07:30:00,18-901041,THEFT,17Y,2100 7TH AVE,Oakland,CA,37.7988209,-122.2454256,94606,25.2,2.2,22.7,2.5
362,THEFT/LARCENY,2018-01-06 14:00:00,18-901087,BURGLARY-AUTO,15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606,25.2,2.2,22.7,2.5
363,MOTOR VEHICLE THEFT,2018-03-09 16:40:00,18-012362,VEHICLE THEFT - AUTO,15X,2100 LAKESHORE AV,Oakland,CA,37.8044387,-122.2506328,94606,25.2,2.2,22.7,2.5
364,ASSAULT,2018-03-09 21:26:00,18-012389,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,2500 EMBARCADERO,Oakland,CA,37.7757272,-122.2395977,94606,25.2,2.2,22.7,2.5
365,MOTOR VEHICLE THEFT,2018-03-10 07:40:00,18-012440,VEHICLE THEFT - AUTO,19X,1900 MARIN WY,Oakland,CA,37.7868644,-122.2406092,94606,25.2,2.2,22.7,2.5
366,MOTOR VEHICLE THEFT,2018-03-10 11:45:00,18-012474,VEHICLE THEFT - AUTO,19X,17TH AV & INTERNATIONAL BLVD,Oakland,CA,37.7877204,-122.2431573,94606,25.2,2.2,22.7,2.5
367,BURGLARY,2018-03-03 04:00:00,18-903640,BURGLARY-FORCIBLE ENTRY,15X,1800 LAKESHORE AV,Oakland,CA,37.8007469,-122.2539717,94606,25.2,2.2,22.7,2.5
368,VANDALISM,2018-03-03 10:00:00,18-903688,VANDALISM,19X,1700 INTERNATIONAL BLVD,Oakland,CA,37.787847,-122.2427443,94606,25.2,2.2,22.7,2.5
369,THEFT/LARCENY,2018-03-02 12:07:00,18-903692,BURGLARY-AUTO,99X,19TH AV,Oakland,CA,37.79153670000001,-122.2361528,94606,25.2,2.2,22.7,2.5
370,VANDALISM,2018-03-03 04:00:00,18-903698,VANDALISM,17X,800 E 20TH ST,Oakland,CA,37.7975152,-122.2454921,94606,25.2,2.2,22.7,2.5
371,VANDALISM,2018-03-04 11:10:00,18-903709,VANDALISM,19X,1100 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606,25.2,2.2,22.7,2.5
372,VANDALISM,2018-03-01 20:00:00,18-903714,VANDALISM,17X,1900 11TH AV,Oakland,CA,37.7947009,-122.244097,94606,25.2,2.2,22.7,2.5
373,VANDALISM,2018-03-04 03:00:00,18-903715,VANDALISM,18X,1700 19TH AV,Oakland,CA,37.7889752,-122.2386497,94606,25.2,2.2,22.7,2.5
374,THEFT/LARCENY,2018-03-03 13:45:00,18-903722,BURGLARY-AUTO,19X,1000 EMBARCADERO,Oakland,CA,37.7876981,-122.2539631,94606,25.2,2.2,22.7,2.5
375,VANDALISM,2018-03-01 20:30:00,18-903617,VANDALISM,17X,500 E 20TH ST,Oakland,CA,37.7996942,-122.2482772,94606,25.2,2.2,22.7,2.5
376,MOTOR VEHICLE THEFT,2018-02-28 13:15:00,18-903549,ATTEMPT VEHICLE THEFT-AUTO,19X,1800 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606,25.2,2.2,22.7,2.5
377,THEFT/LARCENY,2018-02-19 18:30:00,18-903558,THEFT,17Y,700 E 24TH ST,Oakland,CA,37.800861,-122.242547,94606,25.2,2.2,22.7,2.5
378,VANDALISM,2018-02-26 19:30:00,18-903440,VANDALISM,15X,1900 LAKESHORE AV,Oakland,CA,37.8026045,-122.2539093,94606,25.2,2.2,22.7,2.5
379,THEFT/LARCENY,2018-02-27 00:00:00,18-903443,BURGLARY-AUTO,15X,400 NEWTON AV,Oakland,CA,37.8030555,-122.2489888,94606,25.2,2.2,22.7,2.5
380,VANDALISM,2018-02-27 06:05:00,18-903444,VANDALISM,77X,HANOVER AV,Oakland,CA,37.8028704,-122.2505643,94606,25.2,2.2,22.7,2.5
381,THEFT/LARCENY,2018-02-26 18:30:00,18-903450,BURGLARY-AUTO,19X,1100 E 12TH ST,Oakland,CA,37.7906757,-122.2497907,94606,25.2,2.2,22.7,2.5
382,THEFT/LARCENY,2018-02-28 16:30:00,18-903456,BURGLARY-AUTO,15X,1600 LAKESHORE AV,Oakland,CA,37.7995826,-122.2550642,94606,25.2,2.2,22.7,2.5
383,THEFT/LARCENY,2018-01-07 17:00:00,18-901134,BURGLARY-AUTO,17X,2000 10TH AV,Oakland,CA,37.7960912,-122.2440892,94606,25.2,2.2,22.7,2.5
384,VANDALISM,2018-01-08 12:00:00,18-901199,VANDALISM,15X,200 WAYNE AV,Oakland,CA,37.8012035,-122.252283,94606,25.2,2.2,22.7,2.5
385,ROBBERY,2018-03-16 14:00:00,18-013574,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606,25.2,2.2,22.7,2.5
386,THEFT/LARCENY,2018-01-20 07:30:00,18-901806,BURGLARY-AUTO,19X,1200 EMBARCADERO COVE,Oakland,CA,37.7836298,-122.2431482,94606,25.2,2.2,22.7,2.5
387,BURGLARY,2018-03-16 12:30:00,18-013566,BURGLARY-NO FORCE,17Y,1000 E 22ND ST,Oakland,CA,37.7973529,-122.2422828,94606,25.2,2.2,22.7,2.5
388,THEFT/LARCENY,2018-01-21 07:45:00,18-901853,BURGLARY-AUTO,18Y,2200 E 30TH ST,Oakland,CA,37.7966584,-122.226839,94606,25.2,2.2,22.7,2.5
389,VANDALISM,2018-01-19 22:30:00,18-901784,VANDALISM,15X,500 HADDON RD,Oakland,CA,37.8039759,-122.2463562,94606,25.2,2.2,22.7,2.5
390,THEFT/LARCENY,2018-03-06 10:00:00,18-903821,BURGLARY-AUTO,15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606,25.2,2.2,22.7,2.5
391,VANDALISM,2018-03-08 19:10:00,18-903907,VANDALISM,18X,1800 E 19TH ST,Oakland,CA,37.7904225,-122.2389349,94606,25.2,2.2,22.7,2.5
392,VANDALISM,2018-03-07 16:30:00,18-903778,VANDALISM,18X,1600 22ND AV,Oakland,CA,37.7862496,-122.2362958,94606,25.2,2.2,22.7,2.5
393,ASSAULT,2018-02-17 23:00:00,18-008685,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,LAKESHORE AV & E 15TH ST,Oakland,CA,37.799506,-122.257181,94606,25.2,2.2,22.7,2.5
394,VANDALISM,2018-02-17 15:00:00,18-008700,VANDALISM,77X,DISTRICT 2,Oakland,CA,37.79795319999999,-122.2563253,94606,25.2,2.2,22.7,2.5
395,VANDALISM,2018-02-18 00:50:00,18-008701,MALICIOUSLY DEFACE W/PAINT/ETC,19X,1500 SOLANO WY,Oakland,CA,37.7885659,-122.2456054,94606,25.2,2.2,22.7,2.5
396,BURGLARY,2018-02-12 15:30:00,18-902774,BURGLARY-FORCIBLE ENTRY,19X,500 E 11TH ST,Oakland,CA,37.7944082,-122.2557735,94606,25.2,2.2,22.7,2.5
397,THEFT/LARCENY,2018-02-11 13:45:00,18-902776,BURGLARY-AUTO,19X,1100 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606,25.2,2.2,22.7,2.5
398,THEFT/LARCENY,2018-02-11 01:20:00,18-902777,BURGLARY-AUTO,19X,400 E 10TH ST,Oakland,CA,37.7944711,-122.2575352,94606,25.2,2.2,22.7,2.5
399,THEFT/LARCENY,2018-02-17 16:00:00,18-008727,THEFT,18X,1500 COMMERCE WY,Oakland,CA,37.7918723,-122.2424325,94606,25.2,2.2,22.7,2.5
400,THEFT/LARCENY,2018-02-19 00:00:00,18-007694,THEFT:PERSONAL PROPERTY,15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606,25.2,2.2,22.7,2.5
401,ROBBERY,2018-02-16 00:00:00,18-008351,ROBBERY-FIREARM,18Y,2000 E 23RD ST,Oakland,CA,37.79264200000001,-122.2336575,94606,25.2,2.2,22.7,2.5
402,THEFT/LARCENY,2018-02-16 23:30:00,18-008628,SC BURGLARY - AUTO,18Y,2900 23RD AV,Oakland,CA,37.7955391,-122.2257911,94606,25.2,2.2,22.7,2.5
403,THEFT/LARCENY,2018-02-17 11:30:00,18-008608,BURGLARY-AUTO,15X,2ND AV & E 18TH ST,Oakland,CA,37.8002865,-122.2537328,94606,25.2,2.2,22.7,2.5
404,THEFT/LARCENY,2018-02-11 13:30:00,18-902822,BURGLARY-AUTO,19X,300 E 10TH ST,Oakland,CA,37.7954567,-122.2581569,94606,25.2,2.2,22.7,2.5
405,ROBBERY,2018-02-17 22:42:00,18-008612,ROBBERY-FIREARM,19X,1400 11TH AV,Oakland,CA,37.7913705,-122.2488391,94606,25.2,2.2,22.7,2.5
406,ROBBERY,2018-02-17 22:35:00,18-008613,ROBBERY-FIREARM,17X,900 E 19TH ST,Oakland,CA,37.7960706,-122.2456472,94606,25.2,2.2,22.7,2.5
407,ASSAULT,2018-02-17 22:40:00,18-008618,BATTERY,19X,1ST AV & INTERNATIONAL BLVD,Oakland,CA,37.7986689,-122.2571219,94606,25.2,2.2,22.7,2.5
408,THEFT/LARCENY,2018-02-12 02:50:00,18-902829,BURGLARY-AUTO,15X,600 BROOKLYN AV,Oakland,CA,37.8048776,-122.2488004,94606,25.2,2.2,22.7,2.5
409,ROBBERY,2018-02-18 20:40:00,18-008832,ROBBERY-FIREARM,15X,300 PORTLAND AV,Oakland,CA,37.8014898,-122.2461129,94606,25.2,2.2,22.7,2.5
410,MOTOR VEHICLE THEFT,2018-02-18 15:30:00,18-008839,VEHICLE THEFT - AUTO,19X,1600 E 15TH ST,Oakland,CA,37.7891814,-122.2433742,94606,25.2,2.2,22.7,2.5
411,ROBBERY,2018-03-15 11:08:00,18-013358,ROBBERY-FIREARM,26Y,8000 INTERNATIONAL BLVD,Oakland,CA,37.756637,-122.181032,94621,34.6,3.3,33.2,3.5
412,ASSAULT,2018-03-15 11:45:00,18-013364,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,34X,1900 84TH AV,Oakland,CA,37.7566358,-122.1725428,94621,34.6,3.3,33.2,3.5
413,ASSAULT,2018-03-15 12:15:00,18-013409,BATTERY,26Y,6700 LEONA CREEK DR,Oakland,CA,37.75748189999999,-122.1998422,94621,34.6,3.3,33.2,3.5
414,ASSAULT,2019-01-07 18:27:00,14-054853,SC BATTERY,34X,1400 89TH AV,Oakland,CA,37.7503729,-122.1748387,94621,34.6,3.3,33.2,3.5
415,ROBBERY,2018-03-13 22:45:00,18-013761,ATTEMPTED ROBBERY-FIREARM,30X,8100 INTERNATIONAL BLVD,Oakland,CA,37.7561458,-122.180557,94621,34.6,3.3,33.2,3.5
416,BURGLARY,2018-03-15 00:00:00,18-013300,BURGLARY-FORCIBLE ENTRY,34X,1400 88TH AV,Oakland,CA,37.7510618,-122.1753492,94621,34.6,3.3,33.2,3.5
417,ASSAULT,2018-03-15 11:25:00,18-013356,BATTERY,26Y,7200 INTERNATIONAL BLVD,Oakland,CA,37.7599106,-122.1876865,94621,34.6,3.3,33.2,3.5
418,VANDALISM,2018-01-05 06:20:00,18-901058,VANDALISM,31Y,8300 EDES AV,Oakland,CA,37.7441243,-122.1952082,94621,34.6,3.3,33.2,3.5
419,THEFT/LARCENY,2018-01-17 18:30:00,18-901724,THEFT,30X,7800 LOCKWOOD ST,Oakland,CA,37.760556,-122.1785296,94621,34.6,3.3,33.2,3.5
420,THEFT/LARCENY,2018-01-05 22:00:00,18-901105,THEFT,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621,34.6,3.3,33.2,3.5
421,THEFT/LARCENY,2018-01-12 19:00:00,18-901762,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621,34.6,3.3,33.2,3.5
422,THEFT/LARCENY,2018-01-07 13:00:00,18-900976,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621,34.6,3.3,33.2,3.5
423,MOTOR VEHICLE THEFT,2018-03-09 14:23:00,18-012349,VEHICLE THEFT - AUTO,33X,88TH AV & B ST,Oakland,CA,37.7495713,-122.1789243,94621,34.6,3.3,33.2,3.5
