,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip,ind_poverty_pct,ind_poverty_moe,family_poverty_pct,family_poverty_moe
785,BURGLARY,2018-01-18 11:00:00,18-901753,BURGLARY-FORCIBLE ENTRY,31Y,9600 EDES AV,Oakland,CA,37.7372707,-122.1851147,94603,23.2,2.5,20.8,2.4
786,THEFT/LARCENY,2018-03-09 18:00:00,18-012479,THEFT:PERSONAL PROPERTY,33X,1200 97TH AV,Oakland,CA,37.7434995,-122.1744115,94603,23.2,2.5,20.8,2.4
787,THEFT/LARCENY,2018-03-09 07:30:00,18-012442,THEFT,33X,1200 97TH AV,Oakland,CA,37.7434995,-122.1744115,94603,23.2,2.5,20.8,2.4
788,ASSAULT,2018-03-10 14:57:00,18-012509,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,32X,900 107TH AV,Oakland,CA,37.7344624,-122.173113,94603,23.2,2.5,20.8,2.4
789,ASSAULT,2018-03-10 16:00:00,18-012511,ATTEMPTED MURDER-FIREARM,34X,1800 96TH AV,Oakland,CA,37.747808,-122.1671846,94603,23.2,2.5,20.8,2.4
790,ASSAULT,2018-03-09 19:57:00,18-012377,BATTERY,32Y,9900 DANTE AV,Oakland,CA,37.7463595,-122.1594046,94603,23.2,2.5,20.8,2.4
791,VANDALISM,2018-03-04 23:00:00,18-903762,VANDALISM,77X,BERGEDO DR,Oakland,CA,37.728637,-122.1752142,94603,23.2,2.5,20.8,2.4
792,THEFT/LARCENY,2018-03-05 05:05:00,18-903729,GRAND THEFT,31Y,400 DARIEN AV,Oakland,CA,37.7332298,-122.1850925,94603,23.2,2.5,20.8,2.4
793,DISTURBING THE PEACE,2018-02-28 13:04:00,18-903469,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,32X,1200 106TH AV,Oakland,CA,37.736716,-122.1699507,94603,23.2,2.5,20.8,2.4
794,THEFT/LARCENY,2018-02-28 06:20:00,18-903493,BURGLARY-AUTO,32X,1800 108TH AV,Oakland,CA,37.7387576,-122.1610562,94603,23.2,2.5,20.8,2.4
795,DISTURBING THE PEACE,2018-03-16 00:00:00,18-013505,DISTURB THE PEACE,32X,1800 101ST AV,Oakland,CA,37.7432152,-122.1639391,94603,23.2,2.5,20.8,2.4
796,THEFT/LARCENY,2018-03-16 13:00:00,18-013601,GRAND THEFT,31Y,9100 EDES AV,Oakland,CA,37.7391285,-122.1901208,94603,23.2,2.5,20.8,2.4
797,DISTURBING THE PEACE,2018-03-22 10:00:00,18-011869,DISTURB THE PEACE,31Y,500 HEGENBERGER RD,Oakland,CA,37.7412335,-122.1962427,94603,23.2,2.5,20.8,2.4
798,ASSAULT,2018-03-17 00:45:00,18-013654,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,9200 BANCROFT AV,Oakland,CA,37.7527405,-122.1649268,94603,23.2,2.5,20.8,2.4
799,THEFT/LARCENY,2018-01-21 13:46:00,18-901835,BURGLARY-AUTO,31Y,10000 DOOLITTLE DR,Oakland,CA,37.7255924,-122.1992389,94603,23.2,2.5,20.8,2.4
800,DISTURBING THE PEACE,2018-03-16 00:00:00,18-013554,DISTURB THE PEACE,31Y,500 HEGENBERGER RD,Oakland,CA,37.7412335,-122.1962427,94603,23.2,2.5,20.8,2.4
801,ROBBERY,2018-03-16 20:00:00,18-013619,CARJACKING WITH KNIFE,33X,9700 C ST,Oakland,CA,37.7429773,-122.1752243,94603,23.2,2.5,20.8,2.4
802,ROBBERY,2018-03-16 20:59:00,18-013626,CARJACKING WITH FIREARM,34X,94TH AV & PLYMOUTH ST,Oakland,CA,37.748713,-122.1693162,94603,23.2,2.5,20.8,2.4
803,ASSAULT,2018-03-16 08:55:00,18-013631,BATTERY,33X,9700 INTERNATIONAL BLVD,Oakland,CA,37.7451648,-122.1706686,94603,23.2,2.5,20.8,2.4
804,THEFT/LARCENY,2018-03-01 22:00:00,18-903865,GRAND THEFT,31Z,10000 PIPPIN ST,Oakland,CA,37.7377353,-122.1787513,94603,23.2,2.5,20.8,2.4
805,THEFT/LARCENY,2018-02-28 04:30:00,18-903797,BURGLARY-AUTO,35X,9600 BANCROFT AV,Oakland,CA,37.7498848,-122.1627572,94603,23.2,2.5,20.8,2.4
806,ASSAULT,2018-02-18 02:06:00,18-008709,BATTERY,32Y,2400 109TH AV,Oakland,CA,37.7403582,-122.1523628,94603,23.2,2.5,20.8,2.4
807,VANDALISM,2018-02-17 02:52:00,18-008562,VANDALISM (AMENDED),32X,9900 D ST,Oakland,CA,37.7412129,-122.1748045,94603,23.2,2.5,20.8,2.4
808,VANDALISM,2018-02-09 20:00:00,18-902778,VANDALISM,31Y,300 BURLWOOD AV,Oakland,CA,37.733816,-122.1883659,94603,23.2,2.5,20.8,2.4
809,ASSAULT,2018-02-18 08:52:00,18-008736,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,200 WISTAR RD,Oakland,CA,37.7317707,-122.1933483,94603,23.2,2.5,20.8,2.4
810,THEFT/LARCENY,2018-02-18 00:00:00,18-007693,THEFT:PERSONAL PROPERTY,32X,10800 INTERNATIONAL BLVD,Oakland,CA,37.737566,-122.1646675,94603,23.2,2.5,20.8,2.4
811,VANDALISM,2018-02-10 19:50:00,18-902782,VANDALISM,31Y,300 BURLWOOD AV,Oakland,CA,37.733816,-122.1883659,94603,23.2,2.5,20.8,2.4
812,VANDALISM,2018-02-09 20:00:00,18-902783,VANDALISM,31Y,300 BURLWOOD AV,Oakland,CA,37.733816,-122.1883659,94603,23.2,2.5,20.8,2.4
813,ASSAULT,2018-02-16 12:45:00,18-008038,BATTERY,32X,9800 INTERNATIONAL BLVD,Oakland,CA,37.7442651,-122.1699263,94603,23.2,2.5,20.8,2.4
814,ROBBERY,2018-02-16 04:34:00,18-008367,ROBBERY-FIREARM,33X,9200 A ST,Oakland,CA,37.7475721,-122.1750267,94603,23.2,2.5,20.8,2.4
815,ASSAULT,2018-02-16 10:30:00,18-008411,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,2200 94TH AV,Oakland,CA,37.7513051,-122.1638142,94603,23.2,2.5,20.8,2.4
816,THEFT/LARCENY,2018-02-17 13:30:00,18-008604,THEFT,34X,1400 92ND AV,Oakland,CA,37.7487555,-122.1736616,94603,23.2,2.5,20.8,2.4
817,ASSAULT,2018-03-18 03:44:00,18-013804,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,35X,9200 PEACH ST,Oakland,CA,37.7531948,-122.1640706,94603,23.2,2.5,20.8,2.4
818,THEFT/LARCENY,2018-02-11 14:15:00,18-902823,BURGLARY-AUTO,31Y,100 98TH AV,Oakland,CA,37.7277454,-122.1983529,94603,23.2,2.5,20.8,2.4
819,FRAUD,2018-02-12 18:20:00,18-902831,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,77X,PRINCE ROYAL ST,Oakland,CA,37.7392551,-122.1624958,94603,23.2,2.5,20.8,2.4
820,THEFT/LARCENY,2018-02-16 22:30:00,18-008621,BURGLARY-AUTO,77X,2200 DURANT AV,Oakland,CA,37.7380546,-122.1587375,94603,23.2,2.5,20.8,2.4
821,DRUGS/ALCOHOL VIOLATIONS,2018-02-18 20:16:00,18-008828,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,32X,10100 INTERNATIONAL BLVD,Oakland,CA,37.7421113,-122.1688321,94603,23.2,2.5,20.8,2.4
822,ASSAULT,2018-03-15 20:30:00,18-013471,BATTERY,10Y,800 45TH ST,Oakland,CA,37.8340159,-122.2700734,94608,17.5,2.6,13.9,3.7
823,VANDALISM,2018-03-15 20:30:00,18-013473,VANDALISM (AMENDED),06X,3100 WEST ST,Oakland,CA,37.8210155,-122.2733057,94608,17.5,2.6,13.9,3.7
824,THEFT/LARCENY,2018-03-15 06:22:00,18-013302,BURGLARY-AUTO,07X,3400 MAGNOLIA ST,Oakland,CA,37.825768,-122.2814647,94608,17.5,2.6,13.9,3.7
825,THEFT/LARCENY,2018-03-06 00:00:00,18-013416,THEFT,10X,1000 59TH ST,Oakland,CA,37.8438021,-122.275771,94608,17.5,2.6,13.9,3.7
826,DISTURBING THE PEACE,2018-03-09 15:17:00,18-012357,DISTURB THE PEACE,07X,2900 ADELINE ST,Oakland,CA,37.8211627,-122.2816268,94608,17.5,2.6,13.9,3.7
827,VANDALISM,2018-02-01 20:00:00,18-902419,VANDALISM,10X,6200 HERZOG ST,Oakland,CA,37.8452956,-122.2827328,94608,17.5,2.6,13.9,3.7
828,ASSAULT,2018-03-09 14:50:00,18-012334,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,10X,1100 62ND ST,Oakland,CA,37.8447285,-122.2843584,94608,17.5,2.6,13.9,3.7
829,THEFT/LARCENY,2018-03-06 13:30:00,18-903768,BURGLARY-AUTO,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608,17.5,2.6,13.9,3.7
830,VANDALISM,2018-03-02 00:00:00,18-903687,VANDALISM,06X,1000 36TH ST,Oakland,CA,37.82700579999999,-122.2780766,94608,17.5,2.6,13.9,3.7
831,FRAUD,2018-02-28 08:45:00,18-903691,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,06X,900 39TH ST,Oakland,CA,37.8298995,-122.2741843,94608,17.5,2.6,13.9,3.7
832,THEFT/LARCENY,2018-02-28 00:15:00,18-903756,GRAND THEFT,06X,2900 WEST ST,Oakland,CA,37.819166,-122.2737839,94608,17.5,2.6,13.9,3.7
833,VANDALISM,2018-03-02 09:45:00,18-903623,VANDALISM,06X,37TH ST & MARKET ST,Oakland,CA,37.8271552,-122.2748042,94608,17.5,2.6,13.9,3.7
834,BURGLARY,2018-02-24 17:00:00,18-903475,BURGLARY-FORCIBLE ENTRY,10X,1000 65TH ST,Oakland,CA,37.8487179,-122.2824085,94608,17.5,2.6,13.9,3.7
835,THEFT/LARCENY,2018-02-24 20:50:00,18-903479,BURGLARY-AUTO,07X,3400 MAGNOLIA ST,Oakland,CA,37.825768,-122.2814647,94608,17.5,2.6,13.9,3.7
836,THEFT/LARCENY,2018-02-27 16:35:00,18-903503,BURGLARY-AUTO,10X,1100 65TH ST,Oakland,CA,37.8480219,-122.2854333,94608,17.5,2.6,13.9,3.7
837,VANDALISM,2018-03-01 08:05:00,18-903570,VANDALISM,06X,900 W MACARTHUR BLVD,Oakland,CA,37.82832459999999,-122.2748504,94608,17.5,2.6,13.9,3.7
838,THEFT/LARCENY,2018-02-22 16:00:00,18-903577,BURGLARY-AUTO,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608,17.5,2.6,13.9,3.7
839,THEFT/LARCENY,2018-02-26 18:25:00,18-903449,THEFT,10X,5800 SAN PABLO AV,Oakland,CA,37.8415801,-122.2824907,94608,17.5,2.6,13.9,3.7
840,ASSAULT,2018-03-16 00:00:00,18-013499,BATTERY,10Y,800 45TH ST,Oakland,CA,37.8340159,-122.2700734,94608,17.5,2.6,13.9,3.7
841,THEFT/LARCENY,2018-03-15 12:00:00,18-013598,THEFT,07X,2500 CHESTNUT ST,Oakland,CA,37.8184987,-122.28176,94608,17.5,2.6,13.9,3.7
842,THEFT/LARCENY,2018-01-19 18:20:00,18-901809,BURGLARY-AUTO,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608,17.5,2.6,13.9,3.7
843,THEFT/LARCENY,2018-01-19 18:32:00,18-901821,BURGLARY-AUTO,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608,17.5,2.6,13.9,3.7
844,VANDALISM,2018-01-19 03:00:00,18-901747,VANDALISM,,400 LUSK,Oakland,CA,37.8304072,-122.2720352,94608,17.5,2.6,13.9,3.7
845,THEFT/LARCENY,2018-03-08 19:30:00,18-903911,BURGLARY-AUTO,07X,3500 HOLLIS ST,Oakland,CA,37.8275051,-122.2846159,94608,17.5,2.6,13.9,3.7
846,VANDALISM,2018-02-27 19:00:00,18-903857,VANDALISM,06X,800 W MACARTHUR BLVD,Oakland,CA,37.82764840000001,-122.2716519,94608,17.5,2.6,13.9,3.7
847,ASSAULT,2018-02-19 15:17:00,18-008999,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,10Y,4500 MARKET ST,Oakland,CA,37.8345826,-122.2727801,94608,17.5,2.6,13.9,3.7
848,VANDALISM,2018-02-11 00:45:00,18-902766,VANDALISM,07X,3600 MANDELA PKWY,Oakland,CA,37.8248477,-122.2893268,94608,17.5,2.6,13.9,3.7
849,THEFT/LARCENY,2018-02-12 18:15:00,18-902911,BURGLARY-AUTO,10X,1000 55TH ST,Oakland,CA,37.8391306,-122.2783212,94608,17.5,2.6,13.9,3.7
850,VANDALISM,2018-02-13 19:12:00,18-902786,VANDALISM,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608,17.5,2.6,13.9,3.7
851,BURGLARY,2018-02-15 12:00:00,18-902923,BURGLARY-FORCIBLE ENTRY,06X,800 W MACARTHUR BLVD,Oakland,CA,37.82764840000001,-122.2716519,94608,17.5,2.6,13.9,3.7
852,THEFT/LARCENY,2018-02-18 16:00:00,18-008889,BURGLARY-AUTO,06X,900 BROCKHURST ST,Oakland,CA,37.82326279999999,-122.275797,94608,17.5,2.6,13.9,3.7
853,ASSAULT,2018-02-17 16:29:00,18-008635,BATTERY,06X,3200 SAN PABLO AV,Oakland,CA,37.822573,-122.2770867,94608,17.5,2.6,13.9,3.7
854,THEFT/LARCENY,2018-01-19 17:30:00,18-901688,THEFT,12Y,6200 CLAREMONT AV,Oakland,CA,37.8494976,-122.2520285,94618,4.7,1.4,1.4,1.2
855,THEFT/LARCENY,2018-01-05 19:05:00,18-901109,THEFT,12Y,6200 CLAREMONT AV,Oakland,CA,37.8494976,-122.2520285,94618,4.7,1.4,1.4,1.2
856,VANDALISM,2018-01-05 02:00:00,18-901047,VANDALISM,13X,200 FLORENCE AV,Oakland,CA,37.8409714,-122.2305364,94618,4.7,1.4,1.4,1.2
857,VANDALISM,2018-01-06 00:35:00,18-901104,VANDALISM,13X,6000 MONROE AV,Oakland,CA,37.8414061,-122.2476974,94618,4.7,1.4,1.4,1.2
858,DUI,2018-03-09 20:02:00,18-012385,DUI ALCOHOL/DRUGS,12Y,200 ADA ST,Oakland,CA,37.83969220000001,-122.2491275,94618,4.7,1.4,1.4,1.2
859,FRAUD,2018-01-18 19:44:00,18-902255,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,6400 BENVENUE AV,Oakland,CA,37.8513193,-122.2532695,94618,4.7,1.4,1.4,1.2
860,BURGLARY,2018-03-04 15:00:00,18-903701,BURGLARY-FORCIBLE ENTRY,13X,5600 AMY DR,Oakland,CA,37.8332091,-122.2259277,94618,4.7,1.4,1.4,1.2
861,BURGLARY,2018-03-05 04:33:00,18-903737,BURGLARY-FORCIBLE ENTRY,12Y,5300 COLLEGE AV,Oakland,CA,37.83789429999999,-122.2510758,94618,4.7,1.4,1.4,1.2
862,VANDALISM,2018-03-02 17:30:00,18-903624,VANDALISM,12Y,6200 HARWOOD AV,Oakland,CA,37.8498601,-122.2482397,94618,4.7,1.4,1.4,1.2
863,THEFT/LARCENY,2018-02-28 06:00:00,18-903490,THEFT,12Y,5400 BOYD AV,Oakland,CA,37.8411739,-122.2536549,94618,4.7,1.4,1.4,1.2
864,THEFT/LARCENY,2018-02-12 15:30:00,18-903319,GRAND THEFT,12Y,500 FOREST ST,Oakland,CA,37.8442187,-122.2552153,94618,4.7,1.4,1.4,1.2
865,VANDALISM,2018-01-21 00:50:00,18-901857,VANDALISM,12Y,300 FOREST ST,Oakland,CA,37.8423684,-122.251575,94618,4.7,1.4,1.4,1.2
866,VANDALISM,2018-01-20 07:15:00,18-901810,VANDALISM,12Y,5200 SHAFTER AV,Oakland,CA,37.8379448,-122.2572709,94618,4.7,1.4,1.4,1.2
867,THEFT/LARCENY,2018-01-20 18:00:00,18-901843,BURGLARY-AUTO,99X,CHABOT ROAD,Oakland,CA,37.8500228,-122.2445828,94618,4.7,1.4,1.4,1.2
868,VANDALISM,2018-01-20 21:00:00,18-901847,VANDALISM,12Y,5900 COLLEGE AV,Oakland,CA,37.847382,-122.251794,94618,4.7,1.4,1.4,1.2
869,VANDALISM,2018-01-20 22:00:00,18-901849,VANDALISM,12Y,5700 COLLEGE AV,Oakland,CA,37.8451087,-122.2518576,94618,4.7,1.4,1.4,1.2
870,VANDALISM,2018-01-20 20:45:00,18-901854,VANDALISM,12Y,300 62ND ST,Oakland,CA,37.8494135,-122.2523176,94618,4.7,1.4,1.4,1.2
871,THEFT/LARCENY,2018-03-05 20:20:00,18-903858,BURGLARY-AUTO,77X,4800 BIRCH CT,Oakland,CA,37.8459675,-122.2518958,94618,4.7,1.4,1.4,1.2
872,THEFT/LARCENY,2018-03-07 19:00:00,18-903882,THEFT,12Y,6200 CLAREMONT AV,Oakland,CA,37.8494976,-122.2520285,94618,4.7,1.4,1.4,1.2
873,THEFT/LARCENY,2018-03-06 21:00:00,18-903799,THEFT,13X,5300 BELGRAVE PL,Oakland,CA,37.8375849,-122.2483155,94618,4.7,1.4,1.4,1.2
874,BURGLARY,2018-02-18 19:00:00,18-008911,BURGLARY-FORCIBLE ENTRY,12Y,6000 COLLEGE AV,Oakland,CA,37.8482488,-122.2520011,94618,4.7,1.4,1.4,1.2
875,THEFT/LARCENY,2018-02-12 16:40:00,18-902763,BURGLARY-AUTO,12Y,5600 COLLEGE AV,Oakland,CA,37.8434484,-122.2514796,94618,4.7,1.4,1.4,1.2
876,THEFT/LARCENY,2018-02-11 14:00:00,18-902769,THEFT,12Y,5400 COLLEGE AV,Oakland,CA,37.8403927,-122.2511035,94618,4.7,1.4,1.4,1.2
877,BURGLARY,2018-02-15 13:00:00,18-902903,BURGLARY-FORCIBLE ENTRY,12Y,6000 CLAREMONT AV,Oakland,CA,37.847136,-122.2538012,94618,4.7,1.4,1.4,1.2
878,VANDALISM,2018-02-16 23:00:00,18-903706,VANDALISM,77X,100 CASTRO,Oakland,CA,37.7202439,-122.1512718,94577,10.7,1.8,7.9,1.9
879,MOTOR VEHICLE THEFT,2018-01-07 22:30:00,18-901174,ATTEMPT VEHICLE THEFT-AUTO,14X,200 MACARTHUR BLVD,Oakland,CA,37.7408432,-122.1481932,94577,10.7,1.8,7.9,1.9
880,THEFT/LARCENY,2018-03-05 05:00:00,18-903754,BURGLARY-AUTO,13Y,900 ALVARADO ROAD,Oakland,CA,37.8606498,-122.236872,94705,10.3,2.1,4.3,2.1
881,THEFT/LARCENY,2018-03-06 19:25:00,18-903802,BURGLARY-AUTO,12Y,6300 COLLEGE AV,Oakland,CA,37.8499574,-122.2521838,94705,10.3,2.1,4.3,2.1
882,WEAPONS,2018-02-16 14:25:00,18-008470,CARRY CONCEALED WEAPON IN VEHICLE,99X,2900 SACRAMENTO ST,Oakland,CA,37.8547473,-122.2796258,94702,15.4,2.7,7.6,3.1
