,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
2144,DRUGS/ALCOHOL VIOLATIONS,2018-02-09 16:29:00,18-007320,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,04X,300 19TH ST,Oakland,CA,37.8063917,-122.2654566,94612
2145,ROBBERY,2018-01-10 13:00:00,18-001687,ROBBERY-FIREARM,10Y,800 56TH ST,Oakland,CA,37.840667,-122.2700262,94608
2146,ROBBERY,2018-01-21 05:20:00,18-003671,ROBBERY-FIREARM,20X,E 16TH ST & 29TH AV,Oakland,CA,37.7809534,-122.2274946,94601
2147,ASSAULT,2018-01-21 05:38:00,18-003673,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,02X,1000 12TH ST,Oakland,CA,37.8073928,-122.2834663,94607
2148,THEFT/LARCENY,2018-01-20 10:00:00,18-003556,BURGLARY-AUTO,27Y,4700 INTERNATIONAL BLVD,Oakland,CA,37.7705622,-122.2104755,94601
2149,THEFT/LARCENY,2018-01-08 10:30:00,18-001318,THEFT,31Y,8400 EDES AV,Oakland,CA,37.742063,-122.194795,94621
2150,ASSAULT,2018-01-08 04:00:00,18-001319,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,7800 HILLSIDE ST,Oakland,CA,37.7653908,-122.1703698,94605
2151,ASSAULT,2018-01-08 22:13:00,18-001408,BATTERY,29X,5900 LAIRD AV,Oakland,CA,37.777953,-122.181279,94605
2152,ASSAULT,2018-01-08 11:40:00,18-001320,SC ADW - KNIFE OR CUTTING INSTRUMENT,26X,53RD AV & E 10TH ST,Oakland,CA,37.7654714,-122.2093904,94601
2153,ASSAULT,2018-01-20 13:30:00,18-003559,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,32Y,9800 SUNNYSIDE ST,Oakland,CA,37.7478691,-122.1628931,94603
2154,THEFT/LARCENY,2018-02-09 00:00:00,18-007268,THEFT,21X,2400 E 27TH ST,Oakland,CA,37.7928236,-122.224453,94601
2155,ASSAULT,2018-02-09 11:48:00,18-007270,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,30X,1700 82ND AV,Oakland,CA,37.757502,-122.1757216,94621
2156,MOTOR VEHICLE THEFT,2018-02-09 12:11:00,18-007272,VEHICLE THEFT - AUTO,26Y,1200 79TH AV,Oakland,CA,37.7549737,-122.1857133,94621
2157,THEFT/LARCENY,2018-02-09 11:20:00,18-007273,BURGLARY-AUTO,06X,WEST ST & 40TH ST,Oakland,CA,37.83013,-122.2710118,94609
2158,MOTOR VEHICLE THEFT,2018-02-09 11:47:00,18-007274,VEHICLE THEFT - AUTO,07X,2700 PERALTA ST,Oakland,CA,37.8204338,-122.2867283,94608
2159,DUI,2018-01-20 18:33:00,18-003610,DUI ALCOHOL/DRUGS,35X,2300 88TH AV,Oakland,CA,37.75570769999999,-122.1653713,94605
2160,MOTOR VEHICLE THEFT,2018-01-08 08:30:00,18-001386,VEHICLE THEFT - AUTO,06X,3900 MARTIN LUTHER KING JR W,Oakland,CA,37.829115,-122.2682909,94609
2161,MOTOR VEHICLE THEFT,2018-01-07 20:00:00,18-001387,VEHICLE THEFT - AUTO,19X,100 E 16TH ST,Oakland,CA,37.79981130000001,-122.2555775,94606
2162,BURGLARY,2018-01-08 18:07:00,18-001392,ATTEMPTED BURGLARY,13Z,6100 MAZUELA DR,Oakland,CA,37.8344276,-122.20898,94611
2163,ASSAULT,2018-02-09 20:20:00,18-007350,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,2000 LINDEN ST,Oakland,CA,37.8132934,-122.282092,94607
2164,MOTOR VEHICLE THEFT,2018-02-09 08:30:00,18-007353,VEHICLE THEFT - AUTO,22X,2400 WILBUR ST,Oakland,CA,37.8034989,-122.2099657,94602
2165,VANDALISM,2018-01-08 14:30:00,18-001395,VANDALISM (AMENDED),21Y,3300 BROOKDALE AV,Oakland,CA,37.7908751,-122.2120715,94602
2166,BURGLARY,2018-01-19 04:14:00,18-003333,BURGLARY-FORCIBLE ENTRY,25X,4100 35TH AV,Oakland,CA,37.7971698,-122.1941823,94619
2167,ASSAULT,2018-01-19 04:00:00,18-003334,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,26Y,1200 80TH AV,Oakland,CA,37.7545012,-122.1846934,94621
2168,MOTOR VEHICLE THEFT,2018-01-19 05:59:00,18-003335,VEHICLE THEFT - AUTO,10X,5700 MARKET ST,Oakland,CA,37.841634,-122.2743809,94608
2169,ROBBERY,2018-01-19 05:55:00,18-003336,ROBBERY-FIREARM,14Y,300 SANTA CLARA AV,Oakland,CA,37.8160881,-122.2494359,94610
2170,ROBBERY,2018-01-19 06:30:00,18-003338,ROBBERY-FIREARM,21Y,BONA ST & SUNSET AV,Oakland,CA,37.79166790000001,-122.2170104,94601
2171,MOTOR VEHICLE THEFT,2018-01-19 08:03:00,18-003345,VEHICLE THEFT - AUTO,19X,1400 8TH AV,Oakland,CA,37.7935591,-122.2513351,94606
2172,VANDALISM,2018-01-19 10:15:00,18-003362,VANDALISM,35X,2400 90TH AV,Oakland,CA,37.7546559,-122.1628746,94603
2173,ASSAULT,2018-01-19 18:15:00,18-003420,BATTERY,21Y,3100 FRUITVALE AV,Oakland,CA,37.7959282,-122.2176792,94602
2174,BURGLARY,2018-01-19 19:00:00,18-003512,BURGLARY-FORCIBLE ENTRY,09X,3800 PIEDMONT AV,Oakland,CA,37.8239276,-122.2553978,94611
2175,ASSAULT,2018-02-09 00:30:00,18-007212,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,2700 78TH AV,Oakland,CA,37.7654472,-122.1706239,94605
2176,MOTOR VEHICLE THEFT,2018-01-08 12:18:00,18-001323,VEHICLE THEFT - AUTO,32X,10500 ROYAL ANN ST,Oakland,CA,37.737342,-122.1707576,94603
2177,ASSAULT,2018-02-09 01:15:00,18-007216,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,5X,2200 SAN PABLO AVE,Oakland,CA,37.8116026,-122.2735363,94612
2178,MOTOR VEHICLE THEFT,2018-01-08 12:32:00,18-001324,VEHICLE THEFT - AUTO,33X,900 90TH AV,Oakland,CA,37.7458364,-122.182784,94603
2179,MOTOR VEHICLE THEFT,2018-02-09 12:11:00,18-007276,VEHICLE THEFT - AUTO,26Y,1200 79TH AV,Oakland,CA,37.7549737,-122.1857133,94621
2180,ASSAULT,2018-02-09 11:41:00,18-007277,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,33X,1300 83RD AV,Oakland,CA,37.7540157,-122.1800401,94621
2181,THEFT/LARCENY,2018-02-09 05:30:00,18-007281,BURGLARY-AUTO,08X,23RD ST & VALDEZ ST,Oakland,CA,37.8118073,-122.2642014,94612
2182,ASSAULT,2018-02-09 12:51:00,18-007283,ASSAULT WITH FIREARM ON PERSON,27Y,2200 57TH AV,Oakland,CA,37.770143,-122.195518,94605
2183,ASSAULT,2018-02-09 12:58:00,18-007293,SHOOT AT UNOCCUPIED AIRCRAFT,30X,80TH AV & ALDER ST,Oakland,CA,37.7572788,-122.1803085,94621
2184,THEFT/LARCENY,2018-02-09 00:00:00,18-007297,BURGLARY-AUTO,33X,85TH AV & G ST,Oakland,CA,37.7492841,-122.1856294,94621
2185,ROBBERY,2018-02-09 20:54:00,18-007359,ROBBERY-FIREARM,26X,400 LESSER ST,Oakland,CA,37.7629461,-122.2205178,94601
2186,ASSAULT,2018-01-08 20:57:00,18-001397,BATTERY,24X,2400 35TH AV,Oakland,CA,37.7863141,-122.2128858,94601
2187,ASSAULT,2018-01-08 14:53:00,18-001402,HARM/DEATH:ELDER/DEP ADLT,26Y,1300 80TH AV,Oakland,CA,37.7553663,-122.1837604,94621
2188,ASSAULT,2018-02-09 21:55:00,18-007365,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,24Y,2400 HUMBOLDT AV,Oakland,CA,37.7879063,-122.2135566,94601
2189,BURGLARY,2018-01-08 15:00:00,18-001425,BURGLARY-FORCIBLE ENTRY,77X,6900 BRISTOL DR,Oakland,CA,37.8572456,-122.2237935,94705
2190,MOTOR VEHICLE THEFT,2018-02-09 12:25:00,18-007368,VEHICLE THEFT - AUTO,16Y,1400 E 38TH ST,Oakland,CA,37.8040333,-122.2270779,94602
2191,ASSAULT,2018-02-09 22:43:00,18-007371,BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC,27Y,1400 47TH AV,Oakland,CA,37.7704551,-122.2108013,94601
2192,THEFT/LARCENY,2018-01-19 08:20:00,18-003365,THEFT,34X,8300 BIRCH ST,Oakland,CA,37.7575375,-122.1734512,94621
2193,THEFT/LARCENY,2018-01-19 00:00:00,18-003370,THEFT,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621
2194,ROBBERY,2018-01-19 11:47:00,18-003372,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,2300 EMBARCADERO,Oakland,CA,37.7753856,-122.2382117,94606
2195,ASSAULT,2018-01-19 12:09:00,18-003377,BATTERY,22Y,3500 35TH AV,Oakland,CA,37.7930837,-122.2011654,94619
2196,ASSAULT,2018-01-19 17:23:00,18-003415,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,6000 MACARTHUR BLVD,Oakland,CA,37.776087,-122.1828753,94605
2197,ASSAULT,2018-01-24 00:00:00,18-003475,BATTERY W/SERIOUS BODILY INJURY,12Y,5600 OCEAN VIEW DR,Oakland,CA,37.8432888,-122.2516265,94618
2198,THEFT/LARCENY,2018-01-05 01:30:00,18-001325,BURGLARY-AUTO,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621
2199,MOTOR VEHICLE THEFT,2018-01-08 12:12:00,18-001327,VEHICLE THEFT - AUTO,23X,3300 ALAMEDA AV,Oakland,CA,37.7692586,-122.2290894,94601
2200,VANDALISM,2018-01-07 00:00:00,18-001330,VANDALISM,23X,3600 E 16TH ST,Oakland,CA,37.7780081,-122.2205319,94601
2201,ROBBERY,2018-01-08 13:15:00,18-001331,ROBBERY-FIREARM,10X,5600 LOWELL ST,Oakland,CA,37.8398568,-122.2763963,94608
2202,MOTOR VEHICLE THEFT,2018-01-08 15:29:00,18-001353,VEHICLE THEFT - AUTO,35Y,11200 SUN VALLEY DR,Oakland,CA,37.7517285,-122.1181589,94605
2203,ASSAULT,2018-02-09 13:30:00,18-007217,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,4800 FOOTHILL BLVD,Oakland,CA,37.7729168,-122.2072171,94601
2204,ASSAULT,2018-02-09 14:54:00,18-007299,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,04X,1900 FRANKLIN ST,Oakland,CA,37.8073796,-122.2676201,94612
2205,DUI,2018-02-09 15:01:00,18-007300,DUI ALCOHOL/DRUGS,06X,600 SYCAMORE ST,Oakland,CA,37.8154052,-122.2703238,94612
2206,MOTOR VEHICLE THEFT,2018-02-09 15:20:00,18-007301,VEHICLE THEFT - AUTO,03Y,7TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,37.8013793,-122.2789647,94607
2207,THEFT/LARCENY,2018-02-09 00:00:00,18-007315,THEFT,21X,2100 23RD AV,Oakland,CA,37.78867830000001,-122.2313827,94606
2208,ROBBERY,2018-03-09 01:00:00,18-012232,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",21X,2300 E 21ST ST,Oakland,CA,37.78869900000001,-122.2316699,94601
2209,BURGLARY,2018-02-09 16:02:00,18-007318,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,15X,300 E 18TH ST,Oakland,CA,37.7997685,-122.2515973,94606
2210,VANDALISM,2018-01-08 08:00:00,18-001426,VANDALISM-$400+,04X,500 W GRAND AV,Oakland,CA,37.8119373,-122.2689798,94612
2211,ASSAULT,2018-02-09 17:30:00,18-007373,THREAT CRIME:INT:TERRORIZE,33X,1000 84TH AV,Oakland,CA,37.7509369,-122.1840283,94621
2212,ASSAULT,2018-01-09 05:00:00,18-001430,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,300 34TH ST,Oakland,CA,37.8217325,-122.2603946,94609
2213,MOTOR VEHICLE THEFT,2018-01-08 22:00:00,18-001433,VEHICLE THEFT - AUTO,22X,3500 DIMOND AV,Oakland,CA,37.800672,-122.2172737,94602
2214,MOTOR VEHICLE THEFT,2018-01-09 07:18:00,18-001434,VEHICLE THEFT - AUTO,21X,1900 25TH AV,Oakland,CA,37.7849979,-122.2293918,94601
2215,BURGLARY,2018-01-09 03:42:00,18-001435,BURGLARY-FORCIBLE ENTRY,03X,14TH ST & BROADWAY,Oakland,CA,37.8043242,-122.2711683,94612
2216,BURGLARY,2018-01-19 23:29:00,18-003477,BURGLARY-FORCIBLE ENTRY,31Y,10000 DOOLITTLE DR,Oakland,CA,37.7255924,-122.1992389,94603
2217,THEFT/LARCENY,2018-01-19 20:30:00,18-003457,BURGLARY-AUTO,20X,3000 E 17TH ST,Oakland,CA,37.7817086,-122.2251588,94601
2218,ASSAULT,2018-01-19 21:56:00,18-003458,BATTERY,05X,700 22ND ST,Oakland,CA,37.8123714,-122.2750947,94612
2219,ASSAULT,2018-01-10 09:17:00,18-001632,BATTERY,03X,11TH ST & BROADWAY,Oakland,CA,37.8022471,-122.2724327,94607
2220,MOTOR VEHICLE THEFT,2018-01-19 18:55:00,18-003460,VEHICLE THEFT - AUTO,23X,1200 35TH AV,Oakland,CA,37.77561499999999,-122.2230831,94601
2221,ASSAULT,2018-01-19 22:28:00,18-003461,MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP,18X,2000 23RD AV,Oakland,CA,37.787612,-122.2320274,94606
2222,ASSAULT,2018-01-08 15:25:00,18-001354,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,94TH AV & BANCROFT AV,Oakland,CA,37.751189,-122.1640444,94603
2223,THEFT/LARCENY,2018-01-08 15:42:00,18-001356,BURGLARY-AUTO,07X,3700 MANDELA PKWY,Oakland,CA,37.8273909,-122.2867855,94608
2224,DISTURBING THE PEACE,2018-01-08 15:46:00,18-001357,DISTURB THE PEACE,07X,1100 24TH ST,Oakland,CA,37.8171323,-122.2824464,94607
2225,ROBBERY,2018-01-08 15:00:00,18-001358,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",33X,8800 D ST,Oakland,CA,37.748821,-122.1805358,94621
2226,THEFT/LARCENY,2018-01-07 08:00:00,18-001360,GRAND THEFT:AUTO (AMENDED),26X,500 66TH AV,Oakland,CA,37.7541952,-122.20725,94621
2227,BURGLARY,2018-01-07 20:00:00,18-001363,BURGLARY-FORCIBLE ENTRY,02X,1200 7TH ST,Oakland,CA,37.8044631,-122.2892616,94607
2228,THEFT/LARCENY,2018-01-19 19:08:00,18-003424,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621
2229,BURGLARY,2018-02-09 18:00:00,18-007405,BURGLARY-FORCIBLE ENTRY,18Y,2400 19TH AV,Oakland,CA,37.7937629,-122.2340303,94606
2230,VANDALISM,2018-02-10 06:07:00,18-007406,VANDALISM-$400,32Y,9800 STANLEY AV,Oakland,CA,37.7523008,-122.1534044,94605
2231,VANDALISM,2018-02-10 02:15:00,18-007392,VANDALISM (AMENDED),04X,1400 CLAY ST,Oakland,CA,37.8052813,-122.2735848,94612
2232,ROBBERY,2018-02-10 08:00:00,18-007408,CARJACKING WITH FIREARM,20X,1400 23RD AV,Oakland,CA,37.7834184,-122.2359311,94606
2233,DRUGS/ALCOHOL VIOLATIONS,2018-01-08 18:40:00,18-001381,POSSESS NARCOTIC CONTROLLED SUBSTANCE,06X,2200 SAN PABLO AV,Oakland,CA,37.8116026,-122.2735363,94612
2234,ASSAULT,2018-01-09 10:15:00,18-001466,BATTERY W/SERIOUS BODILY INJURY,30Y,6800 FOOTHILL BLVD,Oakland,CA,37.7699772,-122.1784799,94605
2235,ASSAULT,2018-01-09 10:30:00,18-001467,FALSE BOMB/ETC RPT:PO/ETC,21Y,3200 FOOTHILL BLVD,Oakland,CA,37.7837518,-122.2227823,94601
2236,ARSON,2018-01-28 02:28:00,18-004903,ARSON:INHABITED STRUCTURE/PROPERTY,23X,1200 42ND AV,Oakland,CA,37.7715375,-122.218087,94601
2237,MOTOR VEHICLE THEFT,2018-01-20 11:21:00,18-003129,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,37.7576486,-122.2069733,94621
2238,MOTOR VEHICLE THEFT,2018-01-08 00:00:00,18-001521,VEHICLE THEFT - AUTO,25X,35TH AV & QUIGLEY ST,Oakland,CA,37.7927647,-122.2024753,94619
2239,MOTOR VEHICLE THEFT,2018-02-10 02:10:00,18-007374,VEHICLE THEFT - AUTO,31X,100 SWAN WY,Oakland,CA,37.7322865,-122.2050308,94621
2240,ROBBERY,2018-01-19 13:00:00,18-003383,ROBBERY-FIREARM,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607
2241,VANDALISM,2018-01-19 13:14:00,18-003384,VANDALISM,23X,1400 35TH AV,Oakland,CA,37.776168,-122.2226893,94601
2242,ASSAULT,2018-01-19 13:42:00,18-003392,BATTERY,26Y,1300 80TH AV,Oakland,CA,37.7553663,-122.1837604,94621
2243,DRUGS/ALCOHOL VIOLATIONS,2018-01-19 14:20:00,18-003395,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,08X,2500 NORTHGATE AV,Oakland,CA,37.8153871,-122.2703101,94612
2244,MOTOR VEHICLE THEFT,2018-01-19 13:30:00,18-003396,VEHICLE THEFT - AUTO,32X,10200 E ST,Oakland,CA,37.7389712,-122.1747616,94603
2245,VANDALISM,2018-01-19 15:19:00,18-003399,VANDALISM,17X,700 E 18TH ST,Oakland,CA,37.796938,-122.248136,94606
2246,ASSAULT,2018-01-19 15:00:00,18-003401,BATTERY,20X,1000 26TH AV,Oakland,CA,37.7786624,-122.235597,94601
2247,MOTOR VEHICLE THEFT,2018-01-08 14:55:00,18-001365,VEHICLE THEFT - AUTO,18Y,3000 22ND AV,Oakland,CA,37.796748,-122.226551,94602
2248,THEFT/LARCENY,2018-01-08 11:00:00,18-001404,BURGLARY-AUTO,27Y,1400 52ND AV,Oakland,CA,37.768673,-122.2070311,94601
2249,HOMICIDE,2018-01-08 23:00:00,18-001412,MURDER,31Z,98TH AV & PIPPIN ST,Oakland,CA,37.7387594,-122.1802403,94603
2250,ASSAULT,2018-01-09 23:50:00,18-001418,BATTERY,26Y,7500 INTERNATIONAL BLVD,Oakland,CA,37.7584579,-122.185497,94621
2251,ASSAULT,2018-01-09 00:30:00,18-001419,BATTERY,07X,3200 FILBERT ST,Oakland,CA,37.8230439,-122.2778287,94608
2252,ASSAULT,2018-01-08 18:00:00,18-001421,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,11X,500 66TH ST,Oakland,CA,37.8520238,-122.2602561,94609
2253,MOTOR VEHICLE THEFT,2018-02-10 00:50:00,18-007379,VEHICLE THEFT - AUTO,31Y,500 HEGENBERGER RD,Oakland,CA,37.7412335,-122.1962427,94603
2254,ASSAULT,2018-02-10 00:50:00,18-007380,BATTERY,14Y,500 CHETWOOD ST,Oakland,CA,37.8170836,-122.2501315,94610
2255,MOTOR VEHICLE THEFT,2018-02-09 14:23:00,18-007381,VEHICLE THEFT - AUTO,31X,00 HEGENBERGER RD,Oakland,CA,37.7267152,-122.2012741,94621
2256,MOTOR VEHICLE THEFT,2018-02-10 02:05:00,18-007382,VEHICLE THEFT - AUTO,05X,900 18TH ST,Oakland,CA,37.8111554,-122.2798958,94607
2257,ASSAULT,2018-01-08 18:33:00,18-001382,BATTERY,31Y,400 DARIEN AV,Oakland,CA,37.7332298,-122.1850925,94603
2258,BURGLARY,2018-02-10 23:00:00,18-007386,BURGLARY-NO FORCE,12Y,5300 BOYD AV,Oakland,CA,37.8391774,-122.2552581,94618
2259,ASSAULT,2018-01-09 13:57:00,18-001523,BATTERY,02X,1100 10TH ST,Oakland,CA,37.8064117,-122.286158,94607
2260,ASSAULT,2018-01-09 12:00:00,18-001524,THREAT CRIME:INT:TERRORIZE,30Y,7200 BANCROFT AV,Oakland,CA,37.7681292,-122.1761509,94605
2261,ROBBERY,2018-01-19 00:05:00,18-003321,ROBBERY-FIREARM,06X,700 W MACARTHUR BLVD,Oakland,CA,37.8276182,-122.2705063,94609
2262,MOTOR VEHICLE THEFT,2018-01-19 01:05:00,18-003323,VEHICLE THEFT - AUTO,32X,10300 INTERNATIONAL BLVD,Oakland,CA,37.7409024,-122.1675536,94603
2263,MOTOR VEHICLE THEFT,2018-02-10 00:25:00,18-007376,VEHICLE THEFT - AUTO,07X,2700 MARKET ST,Oakland,CA,37.818365,-122.2769971,94608
2264,THEFT/LARCENY,2018-01-09 17:08:00,18-001525,THEFT,20X,2600 INTERNATIONAL BLVD,Oakland,CA,37.7815754,-122.2322846,94601
2265,ASSAULT,2018-01-21 20:00:00,18-003763,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,26Y,6600 LEONA CREEK DR,Oakland,CA,37.75748189999999,-122.1998422,94621
2266,THEFT/LARCENY,2018-01-16 22:00:00,18-901626,THEFT,20X,400 DERBY AV,Oakland,CA,37.7715678,-122.2315944,94601
2267,THEFT/LARCENY,2018-01-20 18:00:00,18-003766,THEFT,17Y,1300 E 28TH ST,Oakland,CA,37.7991982,-122.2353431,94606
2268,DRUGS/ALCOHOL VIOLATIONS,2018-01-10 17:04:00,18-001707,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,07X,3200 FILBERT ST,Oakland,CA,37.8230439,-122.2778287,94608
2269,THEFT/LARCENY,2018-01-20 23:00:00,18-003767,BURGLARY-AUTO,01X,100 EMBARCADERO,Oakland,CA,37.7908101,-122.2627873,94606
2270,ASSAULT,2018-01-21 21:00:00,18-003769,BATTERY,35Y,4400 SEQUOYAH RD,Oakland,CA,37.7643039,-122.1374803,94605
2271,ARSON,2018-01-21 22:30:00,18-003806,ARSON:INHABITED STRUCTURE/PROPERTY,20X,1000 CALCOT PL,Oakland,CA,37.7802529,-122.2374703,94606
2272,ASSAULT,2018-01-22 00:00:00,18-003807,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1100 POPLAR ST,Oakland,CA,37.8086114,-122.2899233,94607
2273,ASSAULT,2018-01-22 02:30:00,18-003808,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,32Y,9900 OLIVE ST,Oakland,CA,37.7454801,-122.1625333,94603
2274,THEFT/LARCENY,2018-01-28 08:10:00,18-004918,BURGLARY-AUTO,05Y,1800 WOOD ST,Oakland,CA,37.8161278,-122.2937297,94607
2275,VANDALISM,2017-12-30 10:35:00,18-900669,VANDALISM,99X,00 ,Oakland,CA,43.0383813,-80.28769400000002,0
2276,BURGLARY,2017-12-30 01:25:00,18-900670,BURGLARY-FORCIBLE ENTRY,13Z,5800 ESTATES DR,Oakland,CA,37.8328768,-122.2186201,94611
2277,DRUGS/ALCOHOL VIOLATIONS,2018-01-22 12:06:00,18-003870,POSSESS MARIJUANA/HASHISH,10Y,4000 MARTIN LUTHER KING JR W,Oakland,CA,37.8298427,-122.268407,94609
2278,THEFT/LARCENY,2018-01-21 20:45:00,18-003946,THEFT,14X,500 BELLEVUE AV,Oakland,CA,37.807474,-122.254668,94610
2279,ROBBERY,2018-01-22 19:30:00,18-003949,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",02Y,1200 CENTER ST,Oakland,CA,37.8094244,-122.293494,94607
2280,ASSAULT,2018-01-22 21:03:00,18-003950,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,34X,1800 88TH AV,Oakland,CA,37.7529002,-122.1709737,94621
2281,DRUGS/ALCOHOL VIOLATIONS,2018-01-22 15:00:00,18-003953,POSSESS CONTROLLED SUBSTANCE FOR SALE,24Y,3400 PAXTON AV,Oakland,CA,37.7868041,-122.2161217,94601
2282,ASSAULT,2018-01-22 21:35:00,18-003954,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,21X,2300 25TH AV,Oakland,CA,37.7879736,-122.2269648,94601
2283,DISTURBING THE PEACE,2018-01-22 19:19:00,18-003937,DISTURB THE PEACE,06X,3600 WEST ST,Oakland,CA,37.8256609,-122.271812,94608
2284,DRUGS/ALCOHOL VIOLATIONS,2018-01-22 19:04:00,18-003938,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,32ND ST & SAN PABLO AV,Oakland,CA,37.8229006,-122.2771983,94608
2285,MOTOR VEHICLE THEFT,2018-01-09 22:00:00,18-001757,VEHICLE THEFT - AUTO,30X,7500 HOLLY ST,Oakland,CA,37.7612,-122.1811903,94621
2286,MOTOR VEHICLE THEFT,2018-01-21 18:30:00,18-003888,VEHICLE THEFT - AUTO,13Z,300 SOMERSET RD,Oakland,CA,37.8200514,-122.2097691,94611
2287,MOTOR VEHICLE THEFT,2018-01-22 11:00:00,18-003889,VEHICLE THEFT - AUTO,15X,200 ATHOL AV,Oakland,CA,37.8005895,-122.2522224,94606
2288,THEFT/LARCENY,2018-01-22 14:30:00,18-003890,GRAND THEFT,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
2289,THEFT/LARCENY,2018-01-22 14:49:00,18-003891,GRAND THEFT,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
2290,THEFT/LARCENY,2018-01-22 13:30:00,18-003893,THEFT,04X,600 14TH ST,Oakland,CA,37.8060564,-122.2748262,94612
2291,THEFT/LARCENY,2018-01-22 15:18:00,18-003894,THEFT,29X,5900 FOOTHILL BLVD,Oakland,CA,37.7716473,-122.1898718,94605
2292,THEFT/LARCENY,2018-01-19 00:00:00,18-003895,THEFT,30Y,7200 BANCROFT AV,Oakland,CA,37.7681292,-122.1761509,94605
2293,THEFT/LARCENY,2018-01-22 13:00:00,18-003896,BURGLARY-AUTO,03X,1200 HARRISON ST,Oakland,CA,37.8016039,-122.2682695,94612
2294,ASSAULT,2018-01-22 14:00:00,18-003897,BATTERY,10Y,900 43RD ST,Oakland,CA,37.8330691,-122.273358,94608
2295,THEFT/LARCENY,2018-01-22 01:00:00,18-003898,BURGLARY-AUTO,22X,3400 BOSTON AV,Oakland,CA,37.7978386,-122.2134669,94602
2296,MOTOR VEHICLE THEFT,2018-01-20 06:30:00,18-003899,VEHICLE THEFT - AUTO,08X,3800 CLARKE ST,Oakland,CA,37.8269331,-122.2637406,94609
2297,ASSAULT,2018-01-10 22:22:00,18-001758,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,13Z,SHEPHERD CANYON RD & SKYLINE BLVD,Oakland,CA,37.8357418,-122.1847943,94611
2298,MOTOR VEHICLE THEFT,2018-01-22 10:00:00,18-003901,VEHICLE THEFT - AUTO,17Y,2200 9TH AV,Oakland,CA,37.7981033,-122.2431012,94606
2299,THEFT/LARCENY,2017-12-29 13:45:00,18-900672,BURGLARY-AUTO,20X,3000 E 9TH ST,Oakland,CA,37.7757276,-122.230647,94601
2300,ASSAULT,2018-01-22 16:25:00,18-003908,BATTERY,20X,1400 FRUITVALE AV,Oakland,CA,37.777623,-122.22585,94601
2301,THEFT/LARCENY,2018-01-13 15:00:00,18-901676,THEFT,04X,1400 JACKSON ST,Oakland,CA,37.8020063,-122.2652377,94612
2302,ASSAULT,2018-01-10 22:20:00,18-001759,BATTERY,15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606
2303,MOTOR VEHICLE THEFT,2018-01-22 06:30:00,18-003913,VEHICLE THEFT - AUTO,06X,3400 MARTIN LUTHER KING JR W,Oakland,CA,37.8233978,-122.270024,94609
