,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
4063,VANDALISM,2018-02-04 15:02:00,18-006283,VANDALISM,04X,1400 BROADWAY,Oakland,CA,37.8044524,-122.2709044,94612
4064,THEFT/LARCENY,2017-12-21 22:45:00,18-900079,BURGLARY-AUTO,08X,500TH BLOCK 28TH ST,Oakland,CA,37.8184651,-122.2754737,0
4065,THEFT/LARCENY,2017-12-20 18:00:00,18-900080,BURGLARY-AUTO,01X,400 FRANKLIN ST,Oakland,CA,37.7971231,-122.27394,94607
4066,THEFT/LARCENY,2017-12-20 18:00:00,18-900081,BURGLARY-AUTO,,INDEPENDENT ROAD,Oakland,CA,37.756366,-122.2066467,94621
4067,ARSON,2018-01-15 03:15:00,18-002511,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,27Y,6400 BANCROFT AV,Oakland,CA,37.7700819,-122.1853887,94605
4068,ROBBERY,2018-03-11 23:30:00,18-012720,ROBBERY-KNIFE OR CUTTING INSTRUMENT,06X,3100 SAN PABLO AV,Oakland,CA,37.8502332,-122.287541,94702
4069,THEFT/LARCENY,2017-12-19 07:30:00,18-900082,THEFT,01X,200 2ND ST,Oakland,CA,37.794118,-122.270692,94607
4070,THEFT/LARCENY,2018-01-15 06:54:00,18-002513,RECEIVE/ETC KNOWN STOLEN PROPERTY,18X,2000 18TH AV,Oakland,CA,37.7912633,-122.2381288,94606
4071,MOTOR VEHICLE THEFT,2018-02-01 23:00:00,18-006354,ATTEMPT VEHICLE THEFT-AUTO,29X,2900 62ND AV,Oakland,CA,37.7717237,-122.1853553,94605
4072,MOTOR VEHICLE THEFT,2018-02-03 16:18:00,18-006139,VEHICLE THEFT - AUTO,26X,5400 COLISEUM WY,Oakland,CA,37.760414,-122.2095554,0
4073,THEFT/LARCENY,2018-02-03 10:30:00,18-006142,BURGLARY-AUTO,03Y,WASHINGTON ST & 10TH ST,Oakland,CA,37.8020491,-122.2741433,94607
4074,ROBBERY,2018-02-03 16:15:00,18-006148,CARJACKING WITH FIREARM,28X,6200 SEMINARY AV,Oakland,CA,37.7805221,-122.1748299,94605
4075,MOTOR VEHICLE THEFT,2018-02-03 16:33:00,18-006150,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,37.7576486,-122.2069733,94621
4076,THEFT/LARCENY,2018-01-13 12:09:00,18-002241,THEFT,19X,1500 22ND AV,Oakland,CA,37.78542729999999,-122.2370548,94606
4077,THEFT/LARCENY,2018-01-11 00:00:00,18-002384,THEFT,02Y,800 PINE ST,Oakland,CA,37.8084323,-122.3030656,94607
4078,THEFT/LARCENY,2018-03-10 00:00:00,18-012658,BURGLARY-AUTO,06X,900 BROCKHURST ST,Oakland,CA,37.82326279999999,-122.275797,94608
4079,BURGLARY,2018-01-03 03:25:00,18-901238,BURGLARY-FORCIBLE ENTRY,09X,3400 RICHMOND BLVD,Oakland,CA,37.8202438,-122.2579667,94611
4080,VANDALISM,2018-01-13 17:30:00,18-002311,VANDALISM,04X,14TH ST & FRANKLIN ST,Oakland,CA,37.8038513,-122.2699644,94612
4081,DISTURBING THE PEACE,2018-01-13 21:23:00,18-002312,DISTURB BY LOUD/UNREASONABLE NOISE,03X,300 13TH ST,Oakland,CA,37.8024486,-122.2680712,94612
4082,MOTOR VEHICLE THEFT,2018-02-04 05:02:00,18-006230,VEHICLE THEFT - AUTO,23X,4200 FOOTHILL BLVD,Oakland,CA,37.775912,-122.2128479,94601
4083,ASSAULT,2018-02-04 13:15:00,18-006285,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,13Y,200 TAURUS AV,Oakland,CA,37.8396481,-122.2168813,94611
4084,ASSAULT,2018-02-04 01:30:00,18-006289,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,25X,4700 MACARTHUR BLVD,Oakland,CA,37.7854979,-122.190298,94619
4085,THEFT/LARCENY,2018-02-04 04:00:00,18-006296,BURGLARY-AUTO,05X,900 W GRAND AV,Oakland,CA,37.81455529999999,-122.2786541,94607
4086,THEFT/LARCENY,2018-02-04 10:49:00,18-006299,BURGLARY-AUTO,14X,300 EUCLID AV,Oakland,CA,37.813983,-122.2527935,94610
4087,MOTOR VEHICLE THEFT,2018-02-03 23:30:00,18-006300,VEHICLE THEFT - AUTO,33X,9600 C ST,Oakland,CA,37.7440311,-122.1760385,94603
4088,ASSAULT,2018-01-14 08:00:00,18-002397,THREAT CRIME:INT:TERRORIZE,34X,1400 89TH AV,Oakland,CA,37.7503729,-122.1748387,94621
4089,MOTOR VEHICLE THEFT,2018-01-13 23:45:00,18-002517,VEHICLE THEFT - AUTO,08X,300 OAKLAND AV,Oakland,CA,37.8164192,-122.2573644,94611
4090,THEFT/LARCENY,2018-01-15 07:50:00,18-002519,GRAND THEFT FROM PERSON,20X,2600 INTERNATIONAL BLVD,Oakland,CA,37.7815754,-122.2322846,94601
4091,THEFT/LARCENY,2018-03-11 03:00:00,18-012676,THEFT,21Y,3100 BROOKDALE AV,Oakland,CA,37.7917722,-122.2147885,94602
4092,THEFT/LARCENY,2018-01-14 23:00:00,18-002520,BURGLARY-AUTO,35X,2200 98TH AV,Oakland,CA,37.7483713,-122.1619645,94603
4093,ASSAULT,2018-01-15 08:03:00,18-002521,ASSAULT WITH CAUSTIC CHEMICAL/ETC,07X,FITZGERALD ST & PERALTA ST,Oakland,CA,37.8263661,-122.2819464,94608
4094,ROBBERY,2018-01-15 08:20:00,18-002523,ROBBERY/INHABITED DWELLING - FIREARM,22Y,3600 BRUNELL DR,Oakland,CA,37.803658,-122.182134,94602
4095,DISTURBING THE PEACE,2018-02-03 16:15:00,18-006151,DISTURB THE PEACE,07X,2200 SAN PABLO AV,Oakland,CA,37.8116026,-122.2735363,94612
4096,ROBBERY,2018-02-03 17:49:00,18-006152,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,300 7TH ST,Oakland,CA,37.7983618,-122.2705496,94607
4097,MOTOR VEHICLE THEFT,2018-01-31 16:00:00,18-006393,VEHICLE THEFT - AUTO,18Y,2000 E 30TH ST,Oakland,CA,37.7975681,-122.2279894,94606
4098,MOTOR VEHICLE THEFT,2018-02-03 22:18:00,18-006201,VEHICLE THEFT - AUTO,35X,90TH AV & BANCROFT AV,Oakland,CA,37.7536515,-122.165618,94603
4099,ASSAULT,2018-02-03 22:00:00,18-006203,BATTERY,24X,2500 HIGH ST,Oakland,CA,37.7811984,-122.2054672,94601
4100,WEAPONS,2018-02-04 02:50:00,18-006225,CARRY LOADED CONCEALED WEAPON ON PERSON,04X,300 14TH ST,Oakland,CA,37.8030737,-122.2676825,94612
4101,MOTOR VEHICLE THEFT,2018-02-04 05:08:00,18-006231,VEHICLE THEFT - AUTO,19X,800 E 10TH ST,Oakland,CA,37.7915577,-122.253939,94606
4102,ASSAULT,2018-02-04 01:48:00,18-006240,BATTERY,35Y,200 COVINGTON ST,Oakland,CA,37.736093,-122.1360829,94605
4103,VANDALISM,2018-01-13 22:12:00,18-002313,VANDALISM,04X,1600 WEBSTER ST,Oakland,CA,37.805026,-122.2673644,94612
4104,BURGLARY,2018-02-04 05:00:00,18-006241,BURGLARY-FORCIBLE ENTRY,26X,700 KEVIN CT,Oakland,CA,37.7576486,-122.2069733,94621
4105,THEFT/LARCENY,2018-01-29 22:00:00,18-006636,THEFT,24Y,4000 FULLINGTON ST,Oakland,CA,37.7885373,-122.2001235,94619
4106,MOTOR VEHICLE THEFT,2018-02-03 22:00:00,18-006243,VEHICLE THEFT - AUTO,20X,1800 27TH AV,Oakland,CA,37.783923,-122.2280043,94601
4107,VANDALISM,2018-02-03 17:00:00,18-006302,VANDALISM,25X,4000 KANSAS ST,Oakland,CA,37.7911283,-122.1961126,94619
4108,ASSAULT,2018-02-04 17:30:00,18-006309,THREAT CRIME:INT:TERRORIZE,34X,1800 90TH AV,Oakland,CA,37.7515744,-122.1701045,94603
4109,ROBBERY,2018-02-04 17:30:00,18-006313,ROBBERY-OTHER DANGEROUS WEAPON,08X,2900 BROADWAY,Oakland,CA,37.8174993,-122.2614008,94611
4110,THEFT/LARCENY,2018-02-04 17:57:00,18-006314,THEFT,23X,35TH AV & INTERNATIONAL BLVD,Oakland,CA,37.776168,-122.2226893,94601
4111,ROBBERY,2018-02-04 20:16:00,18-006335,ROBBERY-KNIFE OR CUTTING INSTRUMENT,30Y,67TH AV & BANCROFT AV,Oakland,CA,37.7691522,-122.1806984,94605
4112,MOTOR VEHICLE THEFT,2018-02-04 11:00:00,18-006336,VEHICLE THEFT - AUTO,34X,2000 94TH AV,Oakland,CA,37.7501465,-122.1658018,94603
4113,MOTOR VEHICLE THEFT,2018-01-14 21:00:00,18-002524,VEHICLE THEFT - AUTO,14Y,3900 LAKESHORE AV,Oakland,CA,37.8153907,-122.2374038,94610
4114,THEFT/LARCENY,2018-01-14 21:00:00,18-002546,BURGLARY-AUTO,35X,2200 82ND AV,Oakland,CA,37.76009519999999,-122.1703565,94605
4115,THEFT/LARCENY,2018-01-14 15:00:00,18-002549,BURGLARY-AUTO,20X,3000 E 19TH ST,Oakland,CA,37.7834524,-122.2243051,94601
4116,BURGLARY,2018-01-15 10:29:00,18-002553,BURGLARY-FORCIBLE ENTRY,08X,3800 MANILA AV,Oakland,CA,37.8263887,-122.2587932,94609
4117,WEAPONS,2018-01-15 15:11:00,18-002606,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,33X,1300 83RD AV,Oakland,CA,37.7540157,-122.1800401,94621
4118,ASSAULT,2018-01-15 15:30:00,18-002609,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18X,1800 E 20TH ST,Oakland,CA,37.7912529,-122.2381223,94606
4119,ROBBERY,2018-02-04 03:00:00,18-006226,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,48TH AV & FOOTHILL BLVD,Oakland,CA,37.7727263,-122.2076589,94601
4120,ASSAULT,2018-01-13 11:30:00,18-002244,BATTERY,12Y,6300 COLLEGE AV,Oakland,CA,37.8499574,-122.2521838,94705
4121,DISTURBING THE PEACE,2018-01-27 12:30:00,18-006401,DISTURB THE PEACE,20X,2800 FORD ST,Oakland,CA,37.773753,-122.2357013,94601
4122,ASSAULT,2018-02-03 10:30:00,18-006154,BATTERY,29X,3900 ALTAMONT AV,Oakland,CA,37.7748,-122.169579,94605
4123,ASSAULT,2018-02-03 09:00:00,18-006156,BATTERY:SPOUSE/ETC,11X,500 59TH ST,Oakland,CA,37.8450247,-122.2612327,94609
4124,ASSAULT,2018-02-03 17:40:00,18-006161,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,900 39TH AV,Oakland,CA,37.771382,-122.220895,94601
4125,MOTOR VEHICLE THEFT,2018-01-13 22:30:00,18-002324,VEHICLE THEFT - AUTO,35X,9000 BANCROFT AV,Oakland,CA,37.7536515,-122.165618,94603
4126,MOTOR VEHICLE THEFT,2018-01-15 20:38:00,18-002648,VEHICLE THEFT - AUTO,07X,1200 28TH ST,Oakland,CA,37.8207037,-122.2833585,94608
4127,WEAPONS,2018-01-15 20:35:00,18-002650,MISD-ILL USE OF TEAR GAS/TEAR GAS WEAPON,02X,900 MARKET ST,Oakland,CA,37.8034784,-122.2814274,94607
4128,THEFT/LARCENY,2017-12-31 20:00:00,18-901260,THEFT,08X,100 GRAND AV,Oakland,CA,37.8116312,-122.2646355,94612
4129,BURGLARY,2018-01-15 13:00:00,18-002651,BURGLARY-FORCIBLE ENTRY,20X,1500 27TH AV,Oakland,CA,37.7814373,-122.2303566,94601
4130,ASSAULT,2018-02-04 16:30:00,18-006317,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,2300 E 20TH ST,Oakland,CA,37.7875908,-122.2320117,94601
4131,ASSAULT,2018-01-12 13:00:00,18-002399,ELDER/DEP ADLT:HARM/DEATH,12Y,5800 TELEGRAPH AV,Oakland,CA,37.844302,-122.2613327,94609
4132,THEFT/LARCENY,2018-02-01 20:00:00,18-006379,THEFT,30X,7800 WELD ST,Oakland,CA,37.7601296,-122.1791948,94621
4133,ASSAULT,2018-02-04 19:54:00,18-006338,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,2700 BARRY PL,Oakland,CA,37.791414,-122.2213585,94601
4134,VANDALISM,2018-02-04 21:50:00,18-006341,BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER,32X,900 MOORPARK AV,Oakland,CA,37.7334384,-122.1717889,94603
4135,ARSON,2018-02-04 21:19:00,18-006342,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,05Y,1400 WILLOW ST,Oakland,CA,37.8126722,-122.2965072,94607
4136,ASSAULT,2018-02-04 21:43:00,18-006345,BATTERY,19X,1200 7TH AV,Oakland,CA,37.7936227,-122.2531261,94606
4137,DRUGS/ALCOHOL VIOLATIONS,2018-01-15 16:00:00,18-002611,POSSESS CONTROLLED SUBSTANCE,24X,35TH AV & GALINDO ST,Oakland,CA,37.7842447,-122.2167244,94601
4138,MOTOR VEHICLE THEFT,2018-01-14 22:00:00,18-002526,VEHICLE THEFT - AUTO,13X,5600 MAXWELTON RD,Oakland,CA,37.8331853,-122.225913,94618
4139,VANDALISM,2018-01-15 15:08:00,18-002528,VANDALISM-$400+,30X,7000 LOCKWOOD ST,Oakland,CA,37.764639,-122.1823876,94621
4140,THEFT/LARCENY,2018-01-15 08:46:00,18-002530,THEFT,20X,3000 E 9TH ST,Oakland,CA,37.7757276,-122.230647,94601
4141,ASSAULT,2018-01-15 09:05:00,18-002532,BATTERY,22Y,4100 REDWOOD RD,Oakland,CA,37.7983435,-122.1824224,94619
4142,MOTOR VEHICLE THEFT,2018-01-14 00:00:00,18-002533,VEHICLE THEFT - AUTO,26Y,7500 INTERNATIONAL BLVD,Oakland,CA,37.7584579,-122.185497,94621
4143,ASSAULT,2018-02-03 11:00:00,18-006168,BATTERY,04X,100 14TH ST,Oakland,CA,37.8013767,-122.2633979,94612
4144,ROBBERY,2018-02-03 18:07:00,18-006169,CARJACKING WITH FIREARM,22X,2000 MACARTHUR BLVD,Oakland,CA,37.8010913,-122.2183442,94602
4145,ASSAULT,2018-02-03 18:31:00,18-006170,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24X,2100 42ND AV,Oakland,CA,37.7774503,-122.2103204,94601
4146,MOTOR VEHICLE THEFT,2018-02-02 17:30:00,18-006171,VEHICLE THEFT - AUTO,18Y,2400 23RD AV,Oakland,CA,37.7907905,-122.228805,94606
4147,ARSON,2018-02-03 18:57:00,18-006174,MAL SET/ETC FIRE PROP/ETC - OTHER RESIDENTIAL,04X,1900 CASTRO ST,Oakland,CA,37.8099849,-122.2750709,94612
4148,ASSAULT,2018-02-03 18:41:00,18-006175,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,09X,5000 PIEDMONT AV,Oakland,CA,37.8322215,-122.2442093,94611
4149,THEFT/LARCENY,2018-01-13 21:30:00,18-002654,BURGLARY-AUTO,29X,6400 BUENA VENTURA AV,Oakland,CA,37.7768916,-122.1763114,94605
4150,ASSAULT,2018-02-04 01:30:00,18-006319,BATTERY,26Y,1200 78TH AV,Oakland,CA,37.7555499,-122.1863008,94621
4151,THEFT/LARCENY,2018-01-15 21:16:00,18-002656,GRAND THEFT:FIREARM/ANIMAL/ETC,30Y,2700 79TH AV,Oakland,CA,37.7640945,-122.1694828,94605
4152,THEFT/LARCENY,2018-01-15 17:30:00,18-002660,BURGLARY-AUTO,14Y,400 LAKE PARK AV,Oakland,CA,37.8114455,-122.2478739,94610
4153,ASSAULT,2018-02-03 23:00:00,18-006244,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,33X,8700 D ST,Oakland,CA,37.74948029999999,-122.1810188,94621
4154,MOTOR VEHICLE THEFT,2018-01-15 04:00:00,18-002661,VEHICLE THEFT - AUTO,19X,1200 11TH AV,Oakland,CA,37.7906899,-122.2497895,94606
4155,ARSON,2018-02-04 17:00:00,18-006346,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,31Y,9900 EMPIRE RD,Oakland,CA,37.7292784,-122.1896314,94603
4156,ASSAULT,2018-02-04 21:56:00,18-006347,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,1200 99TH AV,Oakland,CA,37.7427815,-122.1707576,94603
4157,THEFT/LARCENY,2018-02-04 17:30:00,18-006426,BURGLARY-AUTO,32Y,10700 MACARTHUR BLVD,Oakland,CA,37.7431042,-122.1503889,94605
4158,VANDALISM,2018-02-05 09:45:00,18-006427,VANDALISM,04X,100 15TH ST,Oakland,CA,37.8024357,-122.2635076,94612
4159,MOTOR VEHICLE THEFT,2018-02-05 10:40:00,18-006429,VEHICLE THEFT - AUTO,26Y,75TH AV & SPENCER ST,Oakland,CA,37.754702,-122.1915035,94621
4160,BURGLARY,2018-02-05 05:41:00,18-006430,BURGLARY-FORCIBLE ENTRY,05X,1400 MARKET ST,Oakland,CA,37.8082249,-122.2807771,94607
4161,ASSAULT,2018-03-12 16:50:00,18-012855,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,7600 LOCKWOOD ST,Oakland,CA,37.761682,-122.179378,94621
4162,THEFT/LARCENY,2018-01-14 17:30:00,18-002535,BURGLARY-AUTO,35X,8200 IRIS ST,Oakland,CA,37.7617276,-122.1666001,94605
4163,FRAUD,2017-12-31 21:00:00,18-901357,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,04X,1700 SAN PABLO AV,Oakland,CA,37.80713710000001,-122.2721269,94612
4164,MOTOR VEHICLE THEFT,2018-01-15 10:25:00,18-002536,VEHICLE THEFT - AUTO,13X,5600 MAXWELTON RD,Oakland,CA,37.8331853,-122.225913,94618
4165,THEFT/LARCENY,2018-01-14 04:00:00,18-002540,THEFT:PERSONAL PROPERTY,04X,200 FRANK H OGAWA PLZ,Oakland,CA,37.8057664,-122.2722019,94612
4166,THEFT/LARCENY,2018-01-14 20:00:00,18-002542,BURGLARY-AUTO,35X,2200 82ND AV,Oakland,CA,37.76009519999999,-122.1703565,94605
4167,ASSAULT,2018-02-04 19:08:00,18-006176,EXHIBIT FIREARM,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
4168,ROBBERY,2018-02-03 19:00:00,18-006179,ROBBERY-FIREARM,32Y,TOLER AV & 99TH AV,Oakland,CA,37.7464725,-122.1590357,94603
4169,THEFT/LARCENY,2018-02-01 03:00:00,18-006434,THEFT,30Y,7800 BANCROFT AV,Oakland,CA,37.7634872,-122.1738509,94605
4170,ASSAULT,2018-02-03 20:24:00,18-006181,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,10Y,4400 MARTIN LUTHER KING JR W,Oakland,CA,37.8328988,-122.2676392,94609
4171,ASSAULT,2018-02-03 21:30:00,18-006185,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,1600 78TH AV,Oakland,CA,37.7596662,-122.1801182,94621
4172,ROBBERY,2018-02-03 21:36:00,18-006187,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27Y,1800 57TH AV,Oakland,CA,37.7681759,-122.1984591,94621
4173,THEFT/LARCENY,2018-01-15 10:00:00,18-002662,BURGLARY-AUTO,21Y,00 DEERING CT,Oakland,CA,37.7897034,-122.2129926,94601
4174,THEFT/LARCENY,2018-01-15 19:40:00,18-002663,BURGLARY-AUTO,01X,3RD ST & CLAY ST,Oakland,CA,37.7977123,-122.2783067,94607
4175,VANDALISM,2018-01-15 21:00:00,18-002666,VANDALISM,16Y,1200 HOLMAN RD,Oakland,CA,37.8060215,-122.231016,94610
4176,MOTOR VEHICLE THEFT,2018-01-14 07:56:00,18-002375,VEHICLE THEFT - AUTO,77X,7300 HERBERT GUICE,Oakland,CA,37.758024,-122.1890164,94621
4177,THEFT/LARCENY,2018-01-13 17:00:00,18-002327,BURGLARY-AUTO,14Y,GRAND AV & LAKE PARK AV,Oakland,CA,37.8114425,-122.248051,94610
4178,ASSAULT,2018-01-14 21:00:00,18-002328,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,03X,900 BROADWAY,Oakland,CA,37.8008883,-122.2732894,94607
4179,MOTOR VEHICLE THEFT,2018-01-13 18:00:00,18-002403,VEHICLE THEFT - AUTO,14X,500 BELLEVUE AV,Oakland,CA,37.807474,-122.254668,94610
4180,ASSAULT,2018-01-14 10:50:00,18-002404,BATTERY,27X,4500 CONGRESS AV,Oakland,CA,37.7802,-122.2063868,94601
4181,BURGLARY,2018-02-02 16:00:00,18-006431,BURGLARY-FORCIBLE ENTRY,04X,600 21ST ST,Oakland,CA,37.8108871,-122.2713925,94612
4182,ASSAULT,2018-01-14 12:25:00,18-002406,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,2800 TRUMAN AV,Oakland,CA,37.7470796,-122.1516087,94605
4183,MOTOR VEHICLE THEFT,2018-02-05 09:06:00,18-006437,VEHICLE THEFT - AUTO,19X,1400 6TH AV,Oakland,CA,37.7950239,-122.2529835,94606
4184,VANDALISM,2018-01-14 11:03:00,18-002402,VANDALISM,14X,300 WARWICK AV,Oakland,CA,37.8125133,-122.2554842,94610
4185,THEFT/LARCENY,2018-03-12 16:58:00,18-012854,GRAND THEFT,08X,2300 TELEGRAPH AV,Oakland,CA,37.8126736,-122.2685346,94612
4186,DUI,2018-02-02 23:40:00,18-006032,DUI ALCOHOL/DRUGS,21X,1700 24TH AV,Oakland,CA,37.78487,-122.2317402,94601
4187,THEFT/LARCENY,2018-01-03 21:10:00,18-901360,THEFT,06X,800 29TH ST,Oakland,CA,37.8191604,-122.2738096,94608
4188,DRUGS/ALCOHOL VIOLATIONS,2018-02-02 23:57:00,18-006034,DISORDERLY CONDUCT:TOLUENE,04X,2200 TELEGRAPH AV,Oakland,CA,37.811502,-122.2687119,94612
4189,ROBBERY,2018-01-15 09:57:00,18-002544,ATTEMPTED ROBBERY-STRONG-ARM,19X,E 15TH ST & 18TH AV,Oakland,CA,37.7879333,-122.241303,94606
4190,WEAPONS,2018-02-02 23:18:00,18-006035,CARRY LOADED FIREARM W/PRIOR FELONY CONVICTION,34X,8700 INTERNATIONAL BLVD,Oakland,CA,37.7516416,-122.1754697,94621
4191,ASSAULT,2018-02-03 20:42:00,18-006188,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,34X,1400 87TH AV,Oakland,CA,37.7516967,-122.1758322,94621
4192,ROBBERY,2018-01-31 14:00:00,18-006450,ROBBERY-KNIFE OR CUTTING INSTRUMENT,35X,MACARTHUR BLVD & 82ND AV,Oakland,CA,37.7626847,-122.1648942,94605
4193,THEFT/LARCENY,2018-02-01 07:00:00,18-006518,THEFT,27X,1600 46TH AV,Oakland,CA,37.7718586,-122.2107193,94601
4194,ASSAULT,2018-01-26 14:30:00,18-006444,BATTERY,30X,2700 67TH AV,Oakland,CA,37.7682343,-122.1817557,94605
4195,ASSAULT,2018-02-03 21:50:00,18-006190,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,20X,25TH AV & FOOTHILL BLVD,Oakland,CA,37.7846736,-122.230647,94601
4196,ASSAULT,2018-02-03 21:40:00,18-006189,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18X,1800 16TH AV,Oakland,CA,37.7913702,-122.2413077,94606
4197,VANDALISM,2017-12-20 07:30:00,17-066036,VANDALISM,26Y,1300 66TH AV,Oakland,CA,37.7605163,-122.1957859,94621
4198,THEFT/LARCENY,2017-12-20 08:19:00,17-066037,THEFT,34X,8900 HOLLY ST,Oakland,CA,37.7511073,-122.1732842,94621
4199,BURGLARY,2017-12-19 16:00:00,17-066041,BURGLARY-FORCIBLE ENTRY,23X,700 37TH AV,Oakland,CA,37.7704205,-122.224506,94601
4200,DISTURBING THE PEACE,2017-12-18 19:20:00,17-066042,DISTURB THE PEACE,14X,300 PARK VIEW TER,Oakland,CA,37.810801,-122.2586898,94610
4201,BURGLARY,2017-12-20 02:25:00,17-066045,BURGLARY-FORCIBLE ENTRY,12Y,5900 COLLEGE AV,Oakland,CA,37.847382,-122.251794,94618
4202,WEAPONS,2018-02-05 19:43:00,18-006544,CARRY CONCEALED WEAPON IN VEHICLE,27Y,2600 63RD AV,Oakland,CA,37.7694682,-122.1872209,94605
4203,MOTOR VEHICLE THEFT,2017-12-19 16:00:00,17-066270,VEHICLE THEFT - AUTO,21Y,2800 FRUITVALE AV,Oakland,CA,37.7919108,-122.219504,94601
4204,MOTOR VEHICLE THEFT,2017-12-20 18:00:00,17-066278,VEHICLE THEFT - AUTO,33X,9200 B ST,Oakland,CA,37.746944,-122.1769773,94603
4205,ASSAULT,2017-12-21 08:00:00,17-066284,BATTERY,20X,2500 E 12TH ST,Oakland,CA,37.781352,-122.234066,94601
4206,MOTOR VEHICLE THEFT,2017-12-21 10:44:00,17-066290,VEHICLE THEFT - AUTO,31Y,700 LOUISIANA ST,Oakland,CA,37.7400476,-122.1861734,94603
4207,THEFT/LARCENY,2017-12-20 10:30:00,17-066291,GRAND THEFT,26X,800 51ST AV,Oakland,CA,37.7651812,-122.2119828,94601
4208,BURGLARY,2018-03-08 04:49:00,18-012066,BURGLARY-FORCIBLE ENTRY,12Y,5400 COLLEGE AV,Oakland,CA,37.8403927,-122.2511035,94618
4209,BURGLARY,2018-02-05 22:38:00,18-006562,BURGLARY-FORCIBLE ENTRY,04X,1400 JACKSON ST,Oakland,CA,37.8020063,-122.2652377,94612
4210,DUI,2017-12-18 03:00:00,17-065597,DUI ALCOHOL/DRUGS,16Y,1900 MONTANA ST,Oakland,CA,37.7997491,-122.2186212,94602
4211,ASSAULT,2017-12-29 02:00:00,17-067560,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,23X,900 34TH AV,Oakland,CA,37.7738511,-122.2251706,94601
4212,ASSAULT,2018-02-05 06:00:00,18-006564,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,3100 CUTHBERT AV,Oakland,CA,37.79320680000001,-122.2152209,94602
4213,ASSAULT,2018-02-05 18:32:00,18-006566,ASSAULT,17X,2000 PARK BLVD,Oakland,CA,37.8002407,-122.2483953,94606
4214,MOTOR VEHICLE THEFT,2018-02-01 00:00:00,18-006690,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA,37.7576486,-122.2069733,94621
4215,ASSAULT,2017-12-18 19:50:00,17-065777,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,2300 88TH AV,Oakland,CA,37.75570769999999,-122.1653713,94605
4216,MOTOR VEHICLE THEFT,2017-12-18 00:30:00,17-065789,VEHICLE THEFT - AUTO,35X,2300 92ND AV,Oakland,CA,37.7532126,-122.1640757,94603
4217,BURGLARY,2018-02-05 10:00:00,18-006457,BURGLARY-FORCIBLE ENTRY,26X,1300 53RD AV,Oakland,CA,37.7669236,-122.2070952,94601
4218,ASSAULT,2018-02-06 11:37:00,18-006633,THREAT CRIME:INT:TERRORIZE,32X,1600 101ST AV,Oakland,CA,37.7427067,-122.1666557,94603
4219,DISTURBING THE PEACE,2018-02-05 11:00:00,18-006454,DISTURB THE PEACE,32Y,10700 MACARTHUR BLVD,Oakland,CA,37.7431042,-122.1503889,94605
4220,THEFT/LARCENY,2017-12-18 21:27:00,17-065791,THEFT,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
4221,THEFT/LARCENY,2017-12-19 12:00:00,17-066055,THEFT,30Y,2300 81ST AV,Oakland,CA,37.7615066,-122.1689262,94605
4222,WEAPONS,2017-12-20 09:29:00,17-066061,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,26Y,6200 INTERNATIONAL BLVD,Oakland,CA,37.764036,-122.196657,94621
